entidad,fna,gna,nam,fdc,sag,longitud,latitud
,,,,,,-58.38370708,-25.07124277
,,,,,,-62.144,-22.993
,,,,,,-62.0418,-23.1407
,,,,,,-62.1081,-23.0971
,,,,,,-59.958,-25.1824
,,,,,,-59.6506,-25.9426
,,,,,,-58.735,-24.9845
,,,,,,-59.845,-24.8681
,,,,,,-58.0063,-25.1951
,,,,,,-59.6519,-26.0122
,,,,,,-59.4402,-25.4974
,,,,,,-61.7187,-24.2965
,,,,,,-59.2888,-25.9007
,,,,,,-61.7061,-23.5729
,,,,,,-61.24876969,-24.24787326
,,,,,,-58.17317151,-26.18392855
,,,,,,-57.75216462,-25.29381615
,,,,,,-60.32914746,-24.89869543
,,,,,,-58.19587877,-26.17024258
,,,,,,-58.2333,-25.2142
,,,,,,-58.63212736,-26.23948898
,,,,,,-58.16269267,-26.13465041
,,,,,,-58.1867,-26.1627
,,,,,,-58.17102843,-26.17893594
,,,,,,-58.1928,-26.1743
,,,,,,-58.17375003,-26.18787877
,,,,,,-59.35182918,-26.30247113
,,,,,,-61.85137176,-23.9034139
,,,,,,-58.15219292,-26.14368566
,,,,,,-58.18961221,-26.14170964
,,,,,,-58.16435034,-26.20059292
,,,,,,-58.28875284,-25.11019487
,,,,,,-60.59071676,-24.69415544
,,,,,,-59.4535,-25.7571
,,,,,,-60.0582598,-25.58270958
,,,,,,-58.5811,-25.0811
,,,,,,-58.9528,-26.1495
,,,,,,-59.90225881,-24.53431742
,,,,,,-58.7435,-25.2698
,,,,,,-58.5299,-25.1754
,,,,,,-59.0536,-26.1005
,,,,,,-58.7989,-25.4641
,,,,,,-59.017,-26.2764
,,,,,,-58.0387,-25.3375
,,,,,,-58.88868566,-25.86599568
,,,,,,-60.6917,-24.1488
,,,,,,-60.8378,-23.9441
,,,,,,-59.0909,-24.9222
,,,,,,-58.0543,-25.2497
,,,,,,-59.434,-24.6429
,,,,,,-58.7589,-25.4795
,,,,,,-58.3529,-25.164
,,,,,,-59.3173,-26.1948
,,,,,,-59.2831,-25.0388
,,,,,,-57.6567,-25.37
,,,,,,-59.8707,-25.1901
,,,,,,-57.8658,-25.9885
,,,,,,-59.6506,-25.9426
,,,,,,-60.0599,-25.3939
,,,,,,-59.4,-25.5123
,,,,,,-61.167,-24.6239
,,,,,,-59.7465,-25.8646
,,,,,,-58.21263795,-26.20315723
,,,,,,-58.1708928,-26.17855723
,,,,,,-58.15435091,-26.12872066
,,,,,,-58.17519261,-26.19270689
,,,,,,-58.18062793,-26.13372899
,,,,,,-58.1886561,-26.16887671
,,,,,,-58.19587877,-26.17014258
,,,,,,-58.19425723,-26.1827
,,,,,,-58.1817,-26.181
,,,,,,-59.36855711,-26.3174427
,,,,,,-59.3644,-26.3084
,,,,,,-59.3599,-26.3135
,,,,,,-59.3532,-25.5633
,,,,,,-59.3818,-26.3039
,,,,,,-59.37190588,-26.30691309
,,,,,,-58.1961,-26.1862
,,,,,,-58.1509,-25.2032
,,,,,,-58.88881904,-25.86596205
,,,,,,-60.06477395,-25.05947282
,,,,,,-60.6959,-24.2148
,,,,,,-59.5131,-24.5894
,,,,,,-59.06943087,-26.2571402
,,,,,,-58.7294,-24.925
,,,,,,-58.20745623,-26.17064997
,,,,,,-58.15465805,-26.12721352
,,,,,,-59.6261,-25.7217
,,,,,,-59.4358,-25.8343
,,,,,,-61.532,-24.3563
,,,,,,-60.8329,-24.5428
,,,,,,-58.27872323,-25.35980858
,,,,,,-60.08983175,-25.05289712
,,,,,,-57.7154727,-25.28392862
,,,,,,-59.57079292,-25.99572379
,,,,,,-62.3187,-22.7159
,,,,,,-58.0387,-25.3375
,,,,,,-58.3292,-25.2031
,,,,,,-58.18176399,-26.1813784
,,,,,,-60.58464283,-24.70962868
,,,,,,-59.06935886,-26.25732191
,,,,,,-58.1955,-26.1591
,,,,,,-58.15397865,-26.12737877
,,,,,,-58.12191096,-25.22498052
,,,,,,-59.37181515,-26.3076717
,,,,,,-58.31438604,-26.4905382
,,,,,,-58.20980025,-26.17597884
,,,,,,-58.17783569,-26.1569144
,,,,,,-59.7704,-24.3046
,,,,,,-58.24497145,-25.12997126
,,,,,,-58.182,-26.1549
,,,,,,-59.7704,-24.3046
,,,,,,-58.2823,-26.2198
,,,,,,-58.1805,-26.1826
,,,,,,-58.1702,-26.177
,,,,,,-58.16455686,-26.18167151
,,,,,,-60.8378,-23.9441
,,,,,,-58.1970144,-26.1675928
,,,,,,-61.24480025,-24.25414321
,,,,,,-58.16597896,-26.13087151
,,,,,,-58.16709994,-26.1794928
,,,,,,-58.17783569,-26.1569144
,,,,,,-58.9746,-26.3828
,,,,,,-61.83927013,-23.9007427
,,,,,,-59.3407134,-25.56934264
,,,,,,-60.5916,-24.7055
,,,,,,-58.15408839,-26.12708522
,,,,,,-59.6555,-24.4182
,,,,,,-59.02800507,-24.94184803
,,,,,,-59.03105711,-24.93987996
,,,,,,-58.11779962,-25.22907207
,,,,,,-58.11965617,-25.22651471
,,,,,,-59.09072523,-26.20230282
,,,,,,-61.84637157,-23.88508447
,,,,,,-59.3641,-26.1874
,,,,,,-58.62443795,-26.65542217
,,,,,,-59.65039549,-24.43969067
,,,,,,-62.3056,-23.1853
,,,,,,-59.5462,-24.3603
,,,,,,-60.0153,-25.5309
,,,,,,-58.16963557,-26.13083563
,,,,,,-59.68762467,-25.33494164
,,,,,,-60.5862,-24.7196
,,,,,,-60.58474283,-24.70962868
,,,,,,-59.36855711,-26.3176427
,,,,,,-59.3544,-25.5652
,,,,,,-58.1570288,-26.13544277
,,,,,,-58.17820708,-26.13137871
,,,,,,-60.09506982,-25.0509479
,,,,,,-59.61399962,-24.45110094
,,,,,,-64.4653,-31.2737
,,,,,,-64.8808,-30.3916
,,,,,,-64.55908103,-31.38867846
,,,,,,-64.15252379,-31.41038441
,,,,,,-64.6872335,-31.62114759
,,,,,,-62.1103,-31.2074
,,,,,,-63.39821459,-31.15822843
,,,,,,-63.71683337,-33.35372386
,,,,,,-64.7739,-31.9005
,,,,,,-64.2527,-31.4771
,,,,,,-65.4778,-31.8851
,,,,,,-62.6259119,-33.60649036
,,,,,,-64.16986412,-31.4278645
,,,,,,-64.25225698,-31.4771072
,,,,,,-63.98331903,-31.38803807
,,,,,,-64.321,-31.1705
,,,,,,-64.1641,-31.4116
,,,,,,-63.7996,-31.77550964
,,,,,,-63.24503575,-32.4160072
,,,,,,-62.63707145,-31.40434289
,,,,,,-63.5661,-32.0352
,,,,,,-64.20718084,-31.47144759
,,,,,,-64.05280482,-31.3753
,,,,,,-64.15884997,-31.46339994
,,,,,,-64.13076716,-31.35894324
,,,,,,-64.4691,-31.2423
,,,,,,-64.0961,-30.9797
,,,,,,-64.32994784,-32.75923337
,,,,,,-63.29451409,-33.42042398
,,,,,,-64.1055,-31.3897
,,,,,,-64.1293355,-31.38566424
,,,,,,-64.3544,-31.7295
,,,,,,-63.2503,-32.4001
,,,,,,-63.7998,-31.77530964
,,,,,,-62.71512868,-31.87366205
,,,,,,-64.4691,-31.2423
,,,,,,-63.816,-31.8736
,,,,,,-63.7364,-32.424
,,,,,,-64.37422373,-34.84250952
,,,,,,-64.3791,-34.8424
,,,,,,-63.92195016,-34.00395009
,,,,,,-63.81125711,-31.77366205
,,,,,,-63.8056,-31.7791
,,,,,,-64.4661,-31.2391
,,,,,,-63.295,-33.4198
,,,,,,-63.30203795,-33.42025736
,,,,,,-63.81125711,-31.77366205
,,,,,,-64.36984759,-34.83352868
,,,,,,-64.37422373,-34.84280952
,,,,,,-64.33399994,-32.75812135
,,,,,,-64.46597614,-31.24281916
,,,,,,-63.92101415,-34.00389292
,,,,,,-64.33997602,-32.75334759
,,,,,,-62.8537,-33.1525
,,,,,,-63.7266,-32.4315
,,,,,,-63.29853312,-33.43222386
,,,,,,-63.30203795,-33.42025736
,,,,,,-62.8584,-33.1505
,,,,,,-64.3713,-34.8457
,,,,,,-64.4643,-31.2366
,,,,,,-64.28785723,-33.09029036
,,,,,,-62.71512868,-31.87366205
,,,,,,-62.71116205,-31.87492868
,,,,,,-63.2933,-33.419
,,,,,,-64.46597614,-31.24281916
,,,,,,-63.74429987,-32.42122862
,,,,,,-63.74419987,-32.42122862
,,,,,,-64.33399994,-32.75812135
,,,,,,-63.7998,-31.77530964
,,,,,,-63.2960618,-33.4171047
,,,,,,-62.85442386,-33.15221434
,,,,,,-64.4658,-31.2554
,,,,,,-63.30783312,-33.41857157
,,,,,,-63.2937,-33.4201
,,,,,,-62.7242,-31.8734
,,,,,,-64.11655723,-31.47079975
,,,,,,-64.2282,-31.4829216
,,,,,,-64.1055,-31.3897
,,,,,,-63.59224746,-30.15985729
,,,,,,-64.4634,-31.3933
,,,,,,-61.81325178,-33.01672461
,,,,,,-64.26674327,-31.31557627
,,,,,,-64.4978,-34.3789
,,,,,,-64.2065,-31.4505
,,,,,,-64.25144984,-31.43895009
,,,,,,-64.0855,-31.477
,,,,,,-64.80007151,-30.72079994
,,,,,,-64.81165009,-30.71847145
,,,,,,-64.34257833,-33.12301434
,,,,,,-64.23997871,-31.4127427
,,,,,,-64.1095,-31.4493
,,,,,,-64.46744771,-31.24541904
,,,,,,-63.299,-33.4285
,,,,,,-64.13907126,-31.4204
,,,,,,-64.49516675,-31.05359518
,,,,,,-63.31099987,-33.45557157
,,,,,,-63.30729023,-33.41854277
,,,,,,-63.1928,-33.4022
,,,,,,-64.3652,-34.8422
,,,,,,-62.71284784,-31.87498579
,,,,,,-63.92424289,-34.01325711
,,,,,,-63.73651409,-32.42415003
,,,,,,-65.08794759,-30.85197157
,,,,,,-64.69263588,-34.37580113
,,,,,,-63.3519,-32.2872
,,,,,,-63.29836168,-33.43228591
,,,,,,-63.2933,-33.419
,,,,,,-64.46834289,-31.24243337
,,,,,,-63.9247,-34.0134
,,,,,,-62.7111,-31.8744
,,,,,,-62.72151421,-32.77408096
,,,,,,-63.87257138,-32.81056437
,,,,,,-63.86603588,-32.82062855
,,,,,,-64.38927539,-32.44993124
,,,,,,-64.3387,-33.1266
,,,,,,-64.32326193,-33.12125698
,,,,,,-63.57062361,-32.03652855
,,,,,,-64.80017094,-32.47558986
,,,,,,-65.501,-31.3385
,,,,,,-63.204,-30.7588
,,,,,,-63.38435711,-30.69434277
,,,,,,-63.8836,-31.256
,,,,,,-62.22438566,-31.55199987
,,,,,,-62.3685,-31.6298
,,,,,,-65.1682,-31.2465
,,,,,,-63.5891,-29.9242
,,,,,,-64.19812129,-31.43600701
,,,,,,-64.21883882,-31.43111409
,,,,,,-64.23732104,-31.4334
,,,,,,-64.11556193,-31.42463325
,,,,,,-64.17046168,-31.42072373
,,,,,,-64.4967,-30.2164
,,,,,,-64.2555,-32.1946
,,,,,,-64.2607,-32.1898
,,,,,,-62.07519061,-31.42901916
,,,,,,-62.07007627,-31.43901421
,,,,,,-64.3064,-31.2277
,,,,,,-61.99535723,-30.71241891
,,,,,,-62.715,-31.8737
,,,,,,-62.6261119,-33.60639036
,,,,,,-64.80624997,-30.72291434
,,,,,,-65.4921,-31.8549
,,,,,,-65.592,-31.7542
,,,,,,-64.8791,-33.7466
,,,,,,-63.15165723,-34.17252373
,,,,,,-65.14606662,-31.9212382
,,,,,,-62.5075,-32.9516
,,,,,,-62.61727614,-31.80398566
,,,,,,-63.33953807,-31.50800964
,,,,,,-64.268,-32.3865
,,,,,,-63.58127132,-32.60808096
,,,,,,-63.6688,-33.0253
,,,,,,-63.5927,-30.1636
,,,,,,-64.49060482,-30.98189543
,,,,,,-64.24716424,-31.42450714
,,,,,,-64.20629036,-31.44937614
,,,,,,-64.12531916,-31.42121904
,,,,,,-62.4391784,-33.46407145
,,,,,,-64.1981,-31.4119
,,,,,,-63.03053325,-32.10208096
,,,,,,-64.5294,-30.868
,,,,,,-64.2126,-33.5242
,,,,,,-65.16457145,-31.9526382
,,,,,,-64.1979578,-31.43618698
,,,,,,-64.08463337,-31.48224771
,,,,,,-64.08447852,-31.48143569
,,,,,,-64.24261077,-31.4477082
,,,,,,-64.14135003,-31.4350144
,,,,,,-64.16128566,-31.35936443
,,,,,,-64.1611,-31.379
,,,,,,-64.26201415,-31.40346406
,,,,,,-64.81507176,-30.72875704
,,,,,,-64.34606431,-33.12717865
,,,,,,-64.36889036,-33.13942373
,,,,,,-64.35644277,-33.14461434
,,,,,,-64.33428535,-33.13690689
,,,,,,-64.34518566,-33.13252386
,,,,,,-64.35001916,-33.13032855
,,,,,,-64.13924327,-31.42052855
,,,,,,-64.2228,-31.4526
,,,,,,-64.30891916,-31.31683337
,,,,,,-62.0986,-31.4328
,,,,,,-62.06986193,-31.4386618
,,,,,,-62.0881,-31.4358
,,,,,,-62.08218591,-31.43058578
,,,,,,-63.2467,-32.3887
,,,,,,-62.11219975,-31.43121446
,,,,,,-64.60082386,-33.61951421
,,,,,,-62.4849,-32.6324
,,,,,,-62.1065,-31.4319
,,,,,,-62.6777,-32.6291
,,,,,,-63.9414047,-31.34301916
,,,,,,-63.72690933,-29.90715949
,,,,,,-64.06110495,-30.70366205
,,,,,,-63.46421891,-32.16758566
,,,,,,-64.2423,-31.3329
,,,,,,-64.27454426,-31.34398436
,,,,,,-63.89222398,-32.16367639
,,,,,,-62.6544,-32.3043
,,,,,,-64.5687,-31.8254
,,,,,,-65.0833,-31.9825
,,,,,,-64.3359,-31.3371
,,,,,,-63.0547,-31.431
,,,,,,-64.4195,-31.6574
,,,,,,-64.43765483,-31.64646637
,,,,,,-64.33571421,-31.34205229
,,,,,,-64.33477627,-31.35589975
,,,,,,-64.3362,-31.3402
,,,,,,-64.3394377,-31.35412855
,,,,,,-64.29734872,-31.29548553
,,,,,,-64.08389743,-30.9893881
,,,,,,-64.3149,-31.2314
,,,,,,-63.9153,-31.6572
,,,,,,-64.34171434,-31.33998579
,,,,,,-64.31753582,-31.16671434
,,,,,,-62.0891,-32.6893
,,,,,,-64.2108,-31.4803
,,,,,,-63.20329518,-31.66944277
,,,,,,-65.0472,-32.2161
,,,,,,-63.15115717,-31.0629809
,,,,,,-62.5341,-33.8349
,,,,,,-63.4382,-33.4704
,,,,,,-62.77803337,-31.44271916
,,,,,,-62.5356,-32.0062
,,,,,,-64.5404,-34.0182
,,,,,,-63.17909518,-32.3715047
,,,,,,-64.224,-32.567
,,,,,,-64.25891904,-31.64707145
,,,,,,-63.5627,-33.2128
,,,,,,-62.4145,-33.5482
,,,,,,-64.40265711,-31.72577145
,,,,,,-64.0709,-30.4376
,,,,,,-63.63879036,-33.66598566
,,,,,,-64.08227627,-33.97897614
,,,,,,-62.4696,-33.2012
,,,,,,-62.4658,-33.278
,,,,,,-63.73651409,-32.42415003
,,,,,,-63.7267,-32.4313
,,,,,,-63.02935203,-32.10040964
,,,,,,-63.02959568,-32.10054771
,,,,,,-62.48461904,-31.70567614
,,,,,,-63.2412,-32.8021
,,,,,,-63.2003,-31.6688
,,,,,,-64.52815203,-30.85687639
,,,,,,-62.8865665,-32.3453382
,,,,,,-64.46394746,-31.29201434
,,,,,,-62.40247145,-33.2376382
,,,,,,-64.2955,-31.8179
,,,,,,-64.52825203,-30.85687639
,,,,,,-64.5332,-30.8668
,,,,,,-64.5032,-30.9234
,,,,,,-64.52651904,-30.85597157
,,,,,,-64.14267877,-31.47595686
,,,,,,-64.13364984,-31.44435009
,,,,,,-64.20349286,-31.3743144
,,,,,,-64.24832849,-31.47952868
,,,,,,-64.16853118,-31.5116856
,,,,,,-64.23433575,-31.48135717
,,,,,,-64.19338572,-31.36649274
,,,,,,-64.34880801,-33.12058516
,,,,,,-64.3593,-33.1604
,,,,,,-64.32326193,-33.12125698
,,,,,,-64.33565009,-33.10374283
,,,,,,-61.8155,-33.0064
,,,,,,-63.53026205,-31.55537145
,,,,,,-63.93671904,-34.51596205
,,,,,,-64.33585241,-33.08868084
,,,,,,-64.35320964,-33.10919292
,,,,,,-62.11259975,-31.43101446
,,,,,,-64.33026656,-33.1031119
,,,,,,-64.33596193,-33.08928579
,,,,,,-64.35644277,-33.14451434
,,,,,,-62.0674,-31.4215
,,,,,,-64.16414302,-31.27791666
,,,,,,-64.36378572,-33.14472148
,,,,,,-64.48150495,-31.09269061
,,,,,,-65.00416431,-31.7275928
,,,,,,-64.6218,-30.0086
,,,,,,-63.24522862,-32.40373594
,,,,,,-63.23016443,-32.40318566
,,,,,,-63.23016443,-32.40318566
,,,,,,-63.2143,-32.4073
,,,,,,-65.2076,-31.9499
,,,,,,-65.1831,-31.955
,,,,,,-65.178,-31.9442
,,,,,,-64.1902288,-31.51324289
,,,,,,-64.26233575,-31.31357151
,,,,,,-64.24358585,-31.42305723
,,,,,,-64.79273613,-30.73445003
,,,,,,-64.33419969,-33.13684984
,,,,,,-64.344,-33.0972
,,,,,,-64.34975698,-33.13008096
,,,,,,-64.36518579,-33.14848084
,,,,,,-64.14914997,-31.41270006
,,,,,,-64.11305216,-31.4360953
,,,,,,-64.11318579,-31.43585723
,,,,,,-64.17439274,-31.3749856
,,,,,,-64.16764296,-31.40855009
,,,,,,-64.3932,-32.2231
,,,,,,-64.412,-31.6533
,,,,,,-63.23622893,-32.41292148
,,,,,,-63.23000006,-32.40302843
,,,,,,-65.22009036,-31.93643795
,,,,,,-65.16437145,-31.9525382
,,,,,,-64.10841772,-32.16906518
,,,,,,-62.686,-32.6387
,,,,,,-64.113,-32.1746
,,,,,,-64.10988103,-31.44929048
,,,,,,-64.13165003,-31.35900701
,,,,,,-64.1659,-31.3435
,,,,,,-64.53238572,-32.07349267
,,,,,,-64.26143813,-32.19259512
,,,,,,-64.36488579,-33.14818084
,,,,,,-62.107,-31.4221
,,,,,,-62.09859061,-31.43310964
,,,,,,-63.38974289,-34.12851904
,,,,,,-62.7016,-32.6119
,,,,,,-64.6872335,-31.62114759
,,,,,,-65.0308,-32.2558
,,,,,,-63.81,-33.3004
,,,,,,-63.6422,-32.1808
,,,,,,-64.2296,-32.6673
,,,,,,-62.76494289,-31.1085047
,,,,,,-61.97246675,-30.92638185
,,,,,,-62.88653795,-32.34571904
,,,,,,-64.1739,-32.1802
,,,,,,-64.43889036,-33.01916193
,,,,,,-64.57210964,-32.1870047
,,,,,,-65.0473,-32.2166
,,,,,,-64.34052386,-34.43982843
,,,,,,-64.8501,-30.9681
,,,,,,-62.6787,-30.9186
,,,,,,-63.2504382,-32.43674771
,,,,,,-62.07771916,-31.44574289
,,,,,,-62.08669061,-31.43432386
,,,,,,-63.25612135,-32.39454314
,,,,,,-63.232,-32.4191
,,,,,,-63.27037877,-32.41190726
,,,,,,-63.2052,-32.4228
,,,,,,-63.2317,-32.4189
,,,,,,-65.1694,-31.9478
,,,,,,-65.2018,-31.95
,,,,,,-64.79699299,-30.73027151
,,,,,,-64.3265,-33.1376
,,,,,,-64.34462141,-33.09687865
,,,,,,-64.353,-33.1239
,,,,,,-64.3273,-33.1374
,,,,,,-64.3666,-33.0959
,,,,,,-64.35591428,-33.10598585
,,,,,,-62.91797126,-32.01568585
,,,,,,-62.6622,-32.106
,,,,,,-64.34692373,-31.59205229
,,,,,,-64.6566,-30.3908
,,,,,,-64.6385382,-31.9431
,,,,,,-65.506,-31.9072
,,,,,,-64.6119,-30.9566
,,,,,,-63.38733325,-34.12338096
,,,,,,-62.10828698,-32.70296913
,,,,,,-64.1143953,-31.02252373
,,,,,,-64.35084991,-33.12663588
,,,,,,-62.67526662,-32.8843
,,,,,,-62.6761,-32.884
,,,,,,-62.30001903,-32.66823325
,,,,,,-64.31422868,-33.50028579
,,,,,,-64.30940952,-31.31399036
,,,,,,-63.72710933,-29.90735949
,,,,,,-62.40070495,-33.64589048
,,,,,,-64.4984,-34.3784
,,,,,,-64.06110495,-30.70366205
,,,,,,-64.15976687,-31.38870964
,,,,,,-64.13754991,-31.39467877
,,,,,,-64.14679775,-31.39543331
,,,,,,-64.15750952,-31.39630964
,,,,,,-64.16597132,-31.39869048
,,,,,,-64.1999,-31.4077
,,,,,,-64.1838072,-31.40996424
,,,,,,-64.0837,-31.4401
,,,,,,-64.0894,-31.466
,,,,,,-64.2185953,-31.43115698
,,,,,,-64.179,-31.4335
,,,,,,-64.17115354,-31.37986061
,,,,,,-64.16904746,-31.44155698
,,,,,,-64.24245836,-31.42957251
,,,,,,-64.1897,-31.4146
,,,,,,-64.14295128,-31.48042749
,,,,,,-64.2375,-31.4446
,,,,,,-64.26317145,-31.3127072
,,,,,,-64.10862135,-31.44385003
,,,,,,-63.92694771,-32.50846193
,,,,,,-63.95584277,-31.74942386
,,,,,,-63.8128,-33.4751
,,,,,,-63.7368,-32.4337
,,,,,,-63.3124,-31.3542
,,,,,,-64.45745723,-33.82036662
,,,,,,-63.24529073,-32.43257145
,,,,,,-64.00071904,-30.56461891
,,,,,,-63.41343807,-30.78228084
,,,,,,-62.33836675,-33.4761
,,,,,,-64.24653337,-31.55259987
,,,,,,-64.3395377,-31.35432855
,,,,,,-63.94533832,-30.35841904
,,,,,,-62.8583,-33.1499
,,,,,,-62.85410952,-33.14711434
,,,,,,-62.6812,-32.8829
,,,,,,-64.09590852,-32.18012974
,,,,,,-64.49358084,-31.08873807
,,,,,,-64.014,-31.5569
,,,,,,-64.40265711,-31.72577145
,,,,,,-63.28740482,-33.17605444
,,,,,,-63.3532,-32.2842
,,,,,,-64.5087,-30.9854
,,,,,,-64.62287995,-30.00865425
,,,,,,-64.19292624,-31.55773582
,,,,,,-64.19292624,-31.55773582
,,,,,,-63.24764314,-32.39740733
,,,,,,-64.19412868,-31.37185003
,,,,,,-64.19232141,-31.40264289
,,,,,,-64.25256431,-31.36129994
,,,,,,-64.20830726,-31.37442142
,,,,,,-64.20730708,-31.39488572
,,,,,,-64.21106424,-31.40217852
,,,,,,-64.21251421,-31.40522849
,,,,,,-64.2437784,-31.40142874
,,,,,,-64.25210714,-31.41034302
,,,,,,-64.1898,-31.4145
,,,,,,-64.19189987,-31.42685229
,,,,,,-64.206,-31.443
,,,,,,-63.8054,-31.7793
,,,,,,-65.21631904,-31.93544277
,,,,,,-68.2836,-31.6489
,,,,,,-68.5402,-31.5668
,,,,,,-68.5199,-31.5643
,,,,,,-68.5139,-31.522
,,,,,,-68.5495,-31.5514
,,,,,,-68.5233,-31.5236
,,,,,,-68.5136,-31.5036
,,,,,,-68.5381,-31.5429
,,,,,,-68.48888359,-31.42420996
,,,,,,-68.55520482,-31.59721446
,,,,,,-68.7522,-31.5447
,,,,,,-68.3041,-31.5623
,,,,,,-68.5027,-31.5097
,,,,,,-68.5027,-31.5097
,,,,,,-68.5169,-31.5525
,,,,,,-68.2836,-31.6489
,,,,,,-68.5227,-31.5372
,,,,,,-68.512,-31.5447
,,,,,,-68.5495,-31.5514
,,,,,,-68.5806,-31.6557
,,,,,,-68.5293,-31.4969
,,,,,,-68.5233,-31.4968
,,,,,,-68.5384,-31.5107
,,,,,,-68.5227,-31.5372
,,,,,,-68.35835331,-31.83734581
,,,,,,-68.4821,-31.5444
,,,,,,-68.7167,-30.1833
,,,,,,-68.5459,-31.4253
,,,,,,-67.1175,-31.0742
,,,,,,-68.60052617,-31.68673106
,,,,,,-68.5216,-31.5523
,,,,,,-68.2836,-31.6489
,,,,,,-68.5328,-31.5174
,,,,,,-68.5477,-31.5321
,,,,,,-68.6667,-31.95
,,,,,,-68.5376,-31.5145
,,,,,,-68.4946,-31.5391
,,,,,,-68.5201,-31.4768
,,,,,,-68.5287,-31.5689
,,,,,,-68.4946,-31.5391
,,,,,,-68.75,-30.25
,,,,,,-68.5268,-31.5438
,,,,,,-68.4,-31.9833
,,,,,,-68.5981,-31.5018
,,,,,,-68.6119,-31.5528
,,,,,,-68.5208,-31.5366
,,,,,,-68.76324364,-30.22291522
,,,,,,-68.5646,-31.5153
,,,,,,-68.4812,-31.5773
,,,,,,-68.4823,-31.5112
,,,,,,-68.6524,-31.5539
,,,,,,-68.506,-31.5266
,,,,,,-68.4944,-31.5195
,,,,,,-68.5493,-31.5518
,,,,,,-68.7194,-31.5254
,,,,,,-68.5386,-31.5628
,,,,,,-68.5318,-31.5839
,,,,,,-68.5313,-31.5782
,,,,,,-68.5487,-31.5067
,,,,,,-68.5293,-31.5116
,,,,,,-68.5462,-31.4225
,,,,,,-68.2945283,-31.70437957
,,,,,,-68.4696,-31.5329
,,,,,,-68.7005,-30.1061
,,,,,,-68.32470708,-31.48935466
,,,,,,-67.79465133,-32.21659454
,,,,,,-68.5371,-31.5737
,,,,,,-68.3522,-31.8375
,,,,,,-68.4033,-31.4542
,,,,,,-68.5994,-31.5045
,,,,,,-68.47433197,-31.90326815
,,,,,,-68.5462,-31.4225
,,,,,,-68.34393497,-31.76491237
,,,,,,-68.56274908,-31.67070174
,,,,,,-68.367,-31.5014
,,,,,,-68.4033,-31.4542
,,,,,,-68.5339,-31.528
,,,,,,-68.521,-31.475
,,,,,,-68.32803325,-31.55476675
,,,,,,-68.42465571,-32.02009708
,,,,,,-68.2836,-31.6489
,,,,,,-68.5603,-31.5643
,,,,,,-68.5161,-31.5298
,,,,,,-68.5108,-31.5431
,,,,,,-68.5301,-31.5323
,,,,,,-68.5814,-31.5134
,,,,,,-68.5586,-31.5506
,,,,,,-68.5315,-31.5346
,,,,,,-68.5662,-31.5264
,,,,,,-68.69635152,-32.0011
,,,,,,-68.4033,-31.4541
,,,,,,-68.29401719,-31.78634867
,,,,,,-68.5648,-31.4981
,,,,,,-68.5386,-31.5628
,,,,,,-68.34418395,-31.76478293
,,,,,,-68.65064984,-31.95237132
,,,,,,-68.5628,-31.6601
,,,,,,-68.5462,-31.4225
,,,,,,-68.5665,-31.5529
,,,,,,-68.2599,-31.8281
,,,,,,-68.5628,-31.6601
,,,,,,-68.5109,-31.4286
,,,,,,-68.5305,-31.5338
,,,,,,-68.5222,-31.506
,,,,,,-68.5462,-31.4225
,,,,,,-68.5211,-31.4378
,,,,,,-68.5173,-31.5323
,,,,,,-68.5318,-31.4966
,,,,,,-68.6508,-31.951
,,,,,,-68.5665,-31.5529
,,,,,,-68.29457399,-31.70455661
,,,,,,-68.32470708,-31.48935466
,,,,,,-68.4822,-31.3882
,,,,,,-68.4532,-31.6667
,,,,,,-68.5318,-31.4966
,,,,,,-68.5822,-31.6489
,,,,,,-68.533,-31.5523
,,,,,,-68.5647,-31.5658
,,,,,,-68.5625,-31.5603
,,,,,,-68.7453,-30.2464
,,,,,,-68.5364,-31.5739
,,,,,,-68.5601,-31.5822
,,,,,,-68.4033,-31.4541
,,,,,,-68.5221,-31.5476
,,,,,,-68.5569,-31.5763
,,,,,,-68.29415711,-31.7043396
,,,,,,-68.552,-31.5069
,,,,,,-68.65070457,-31.9520144
,,,,,,-68.5863,-31.5102
,,,,,,-68.5689,-31.5384
,,,,,,-68.5921,-31.5477
,,,,,,-68.29435127,-31.7038599
,,,,,,-68.3738,-31.6482
,,,,,,-68.5221,-31.5476
,,,,,,-68.5613,-31.5633
,,,,,,-68.29421992,-31.70461942
,,,,,,-68.5398,-31.574
,,,,,,-68.6139,-31.5353
,,,,,,-68.5206,-31.5642
,,,,,,-68.5287,-31.5358
,,,,,,-68.5287,-31.5358
,,,,,,-68.6139,-31.5353
,,,,,,-68.6139,-31.5353
,,,,,,-68.5375,-31.5148
,,,,,,-68.5287,-31.5358
,,,,,,-68.6139,-31.5353
,,,,,,-68.5129,-31.539
,,,,,,-68.3326,-31.5001
,,,,,,-68.2831,-31.6539
,,,,,,-68.2831,-31.6539
,,,,,,-68.51126919,-31.4765526
,,,,,,-68.5345,-31.4918
,,,,,,-68.415,-31.4928
,,,,,,-68.4168,-31.5337
,,,,,,-68.4497,-31.6068
,,,,,,-68.3246,-31.7454
,,,,,,-68.5269,-31.5847
,,,,,,-68.5367,-31.5215
,,,,,,-68.4686,-31.677
,,,,,,-67.3092,-32.2929
,,,,,,-68.4686,-31.677
