"Código de radio.","Total de hogares","Hogares con al menos un indicador NBI","Hogares con computadora","Hogares con una o más personas de servicio doméstico sin retiro (con cama)","Hogares con hacinamiento (>= 3 personas por cuarto)","Hogares sin heladeras","Hogares sin sistema de botón, cadena o mochila para limpieza del inodoro.","Hogares sin agua para beber y cocinar proveniente de red pública","Hogares sin cañería de agua en la vivienda","Hogares sin cloaca","Hogares con desagüe a hoyo o pozo ciego sin cámara","Hogares sin cobertura de techo tipo 1 (Membrana, baldosa, losa o teja)","Hogares sin piso tipo 1 (cerámica, baldosa, mosaico, mármol, madera, alfombrado)","Hogares con teléfono celular","Hogares con teléfono fijo","Hogares con garrafa o leña como combustible usado principalmente para cocinar","Hogares propietarios de la vivienda","Hogares inquilinos de la vivienda","Hogares ni propietarios ni inquilinos","Hogares con jefatura femenina","Hogares con jefe nacido en país limítrofe + Perú","Hogares con jefes con primaria completa o secundaria incompleto","Hogares con jefes con secundaria completa o superior incompleto","Hogares con jefes con secundaria completa o más","Hogares con jefes con terciaria completa","Hogares con jefes con universitaria completa","Hogares con cónyugues con secundaria completa o más","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066230110",169,21,59,0,10,10,26,47,26,90,56,78,55,146,89,152,131,20,18,44,3,131,25,33,4,4,17,"06","Buenos Aires","06623","Pergamino","066230110",588,169,-33.891484,-60.551848,0.44809282699059,"POLYGON((-60.548496 -33.892660,-60.548882 -33.893016,-60.549719 -33.893758,-60.550154 -33.894162,-60.551195 -33.895100,-60.551332 -33.895220,-60.551442 -33.895325,-60.551950 -33.895150,-60.551958 -33.895171,-60.555232 -33.894070,-60.555248 -33.894102,-60.556302 -33.893749,-60.556196 -33.893612,-60.556089 -33.893445,-60.555694 -33.892613,-60.555419 -33.892700,-60.555474 -33.892671,-60.555506 -33.892633,-60.555512 -33.892589,-60.555497 -33.892532,-60.555345 -33.892236,-60.555249 -33.892014,-60.555193 -33.891829,-60.555104 -33.891475,-60.555025 -33.891088,-60.555008 -33.891045,-60.555017 -33.891043,-60.555002 -33.890942,-60.555001 -33.890817,-60.555010 -33.890547,-60.555062 -33.888028,-60.555045 -33.887429,-60.554505 -33.887595,-60.546068 -33.890463,-60.546490 -33.890830,-60.547720 -33.891948,-60.548496 -33.892660))"
"066230302",383,8,198,1,5,5,4,3,4,56,21,52,17,309,286,81,280,71,32,147,4,240,90,140,31,19,103,"06","Buenos Aires","06623","Pergamino","066230302",1127,383,-33.892615,-60.584385,0.16639681563418,"POLYGON((-60.582356 -33.895186,-60.582358 -33.895192,-60.583421 -33.894833,-60.585271 -33.894223,-60.584848 -33.893354,-60.586763 -33.892737,-60.587674 -33.892440,-60.587296 -33.891726,-60.586534 -33.890133,-60.585667 -33.890425,-60.584708 -33.890760,-60.583738 -33.891087,-60.582805 -33.891415,-60.583195 -33.892189,-60.582262 -33.892480,-60.581227 -33.892834,-60.581626 -33.893633,-60.581950 -33.894328,-60.582356 -33.895186))"
"066230204",313,9,210,0,2,2,2,4,2,4,2,19,4,278,262,18,201,95,17,150,2,107,109,204,36,59,98,"06","Buenos Aires","06623","Pergamino","066230204",755,313,-33.891703,-60.570969,0.11612283621601,"POLYGON((-60.569018 -33.891101,-60.569720 -33.892617,-60.569717 -33.892674,-60.570180 -33.893764,-60.573557 -33.892649,-60.573506 -33.892524,-60.573465 -33.892440,-60.572751 -33.890783,-60.571551 -33.891150,-60.571161 -33.890326,-60.570772 -33.889530,-60.568624 -33.890248,-60.569018 -33.891101))"
"066230304",215,0,122,0,0,1,0,2,0,0,0,14,3,174,180,13,158,52,5,117,0,82,68,131,32,31,62,"06","Buenos Aires","06623","Pergamino","066230304",467,215,-33.891996,-60.576965,0.066802856091568,"POLYGON((-60.574111 -33.892462,-60.573589 -33.892639,-60.573537 -33.892515,-60.573506 -33.892524,-60.573883 -33.893448,-60.573915 -33.893438,-60.573955 -33.893535,-60.578080 -33.892129,-60.578056 -33.892085,-60.579248 -33.891684,-60.580470 -33.891288,-60.580077 -33.890446,-60.574111 -33.892462))"
"066230205",232,2,147,2,0,2,2,3,2,5,4,19,3,196,195,12,174,47,11,85,3,94,80,137,21,36,90,"06","Buenos Aires","06623","Pergamino","066230205",570,232,-33.89265,-60.568101,0.11104854725678,"POLYGON((-60.568537 -33.890221,-60.567635 -33.890537,-60.566639 -33.890914,-60.566589 -33.890930,-60.567374 -33.892538,-60.566113 -33.892958,-60.566975 -33.894822,-60.570180 -33.893764,-60.569717 -33.892674,-60.569720 -33.892617,-60.568624 -33.890248,-60.568559 -33.890270,-60.568537 -33.890221))"
"066232909",274,26,97,0,14,9,28,7,28,155,107,114,74,224,174,183,203,29,42,96,3,220,37,45,8,0,33,"06","Buenos Aires","06623","Pergamino","066232909",907,274,-33.894946,-60.592275,0.35397512329423,"POLYGON((-60.589070 -33.892932,-60.588121 -33.893275,-60.588510 -33.894026,-60.588913 -33.894818,-60.589282 -33.895587,-60.589689 -33.896393,-60.590058 -33.897157,-60.590218 -33.897506,-60.590643 -33.898378,-60.591586 -33.898068,-60.591609 -33.898116,-60.593532 -33.897481,-60.593650 -33.897730,-60.596183 -33.896893,-60.596142 -33.896808,-60.596157 -33.896803,-60.595821 -33.896128,-60.595296 -33.895038,-60.595827 -33.894861,-60.594881 -33.892862,-60.594271 -33.892999,-60.593528 -33.891455,-60.592655 -33.891741,-60.591961 -33.891974,-60.590877 -33.892329,-60.589070 -33.892932))"
"066230303",240,1,144,0,0,2,0,0,0,1,0,13,0,199,217,14,189,36,15,95,3,90,79,149,25,45,91,"06","Buenos Aires","06623","Pergamino","066230303",552,240,-33.89362,-60.580258,0.10940192878259,"POLYGON((-60.580231 -33.896016,-60.580253 -33.896055,-60.581235 -33.895638,-60.582358 -33.895192,-60.581950 -33.894328,-60.581626 -33.893633,-60.581227 -33.892834,-60.580854 -33.892059,-60.580470 -33.891288,-60.579248 -33.891684,-60.578056 -33.892085,-60.578482 -33.892874,-60.578850 -33.893546,-60.578910 -33.893627,-60.579415 -33.894588,-60.579786 -33.895219,-60.580231 -33.896016))"
"066230111",250,2,140,0,0,0,1,12,1,8,5,62,5,231,188,20,202,34,14,101,2,141,77,108,22,9,65,"06","Buenos Aires","06623","Pergamino","066230111",713,250,-33.892014,-60.557394,0.092957196832279,"POLYGON((-60.556649 -33.891491,-60.556523 -33.891534,-60.556132 -33.890705,-60.555021 -33.891070,-60.555017 -33.891043,-60.555008 -33.891045,-60.555025 -33.891088,-60.555104 -33.891475,-60.555193 -33.891829,-60.555249 -33.892014,-60.555345 -33.892236,-60.555497 -33.892532,-60.555512 -33.892589,-60.555506 -33.892633,-60.555474 -33.892671,-60.555419 -33.892700,-60.555694 -33.892613,-60.556089 -33.893445,-60.556196 -33.893612,-60.556302 -33.893749,-60.556381 -33.893720,-60.556358 -33.893681,-60.559468 -33.892606,-60.558987 -33.891651,-60.560102 -33.891280,-60.559710 -33.890463,-60.556649 -33.891491))"
"066232202",245,1,120,0,1,1,3,0,3,64,29,16,11,199,192,56,189,31,25,102,0,138,80,102,17,5,64,"06","Buenos Aires","06623","Pergamino","066232202",688,245,-33.894992,-60.542106,0.42147566828157,"MULTIPOLYGON(((-60.538815 -33.899008,-60.538811 -33.899022,-60.538882 -33.899003,-60.538815 -33.899008)),((-60.539305 -33.895727,-60.539212 -33.897194,-60.539207 -33.897217,-60.539084 -33.898986,-60.539092 -33.899045,-60.539393 -33.899052,-60.540434 -33.898818,-60.545988 -33.896930,-60.547558 -33.896401,-60.547491 -33.896340,-60.547462 -33.896350,-60.546565 -33.895561,-60.545725 -33.894795,-60.544941 -33.894091,-60.543352 -33.892615,-60.542579 -33.891892,-60.541779 -33.891155,-60.541044 -33.890462,-60.540304 -33.889784,-60.539588 -33.890056,-60.539507 -33.891986,-60.539410 -33.893823,-60.539422 -33.893947,-60.539305 -33.895727)))"
"066230206",295,8,173,0,0,2,0,4,0,11,5,50,4,241,239,25,225,55,15,133,2,135,100,157,17,40,85,"06","Buenos Aires","06623","Pergamino","066230206",733,295,-33.893361,-60.564824,0.15728749716705,"POLYGON((-60.563738 -33.895847,-60.563757 -33.895885,-60.566969 -33.894825,-60.566939 -33.894758,-60.566945 -33.894757,-60.566113 -33.892958,-60.567374 -33.892538,-60.566589 -33.890930,-60.566268 -33.891033,-60.565448 -33.891310,-60.564187 -33.891727,-60.564128 -33.891757,-60.563109 -33.892094,-60.562101 -33.892433,-60.563738 -33.895847))"
"066232910",250,52,59,0,40,27,60,22,60,83,71,222,118,207,124,237,193,11,46,95,1,212,25,27,1,1,16,"06","Buenos Aires","06623","Pergamino","066232910",1017,250,-33.897783,-60.599707,0.79470350143275,"POLYGON((-60.594555 -33.897431,-60.593650 -33.897730,-60.593532 -33.897481,-60.591609 -33.898116,-60.591586 -33.898068,-60.590643 -33.898378,-60.590822 -33.898765,-60.591099 -33.899322,-60.591131 -33.899378,-60.591457 -33.900057,-60.591473 -33.900108,-60.591880 -33.900964,-60.592075 -33.901354,-60.592225 -33.901343,-60.592535 -33.901335,-60.592660 -33.901328,-60.592824 -33.901286,-60.592977 -33.901220,-60.593051 -33.901174,-60.593140 -33.901146,-60.593341 -33.901101,-60.593482 -33.901109,-60.593591 -33.901146,-60.593743 -33.901154,-60.593896 -33.901144,-60.593983 -33.901143,-60.594080 -33.901153,-60.594343 -33.901208,-60.594439 -33.901231,-60.594534 -33.901241,-60.594795 -33.901332,-60.594963 -33.901378,-60.595117 -33.901404,-60.595215 -33.901437,-60.595291 -33.901445,-60.595466 -33.901473,-60.595554 -33.901464,-60.595661 -33.901446,-60.595748 -33.901442,-60.596053 -33.901435,-60.596175 -33.901409,-60.596261 -33.901377,-60.596386 -33.901338,-60.596451 -33.901305,-60.596473 -33.901297,-60.596570 -33.901274,-60.596652 -33.901269,-60.596750 -33.901270,-60.596854 -33.901266,-60.597072 -33.901209,-60.597218 -33.901143,-60.597349 -33.901090,-60.597447 -33.901054,-60.597519 -33.901035,-60.597605 -33.901003,-60.597704 -33.900985,-60.597823 -33.900959,-60.598025 -33.900910,-60.598165 -33.900890,-60.598209 -33.900878,-60.598252 -33.900881,-60.598595 -33.900821,-60.598686 -33.900785,-60.598815 -33.900755,-60.598934 -33.900707,-60.599063 -33.900668,-60.599139 -33.900654,-60.599250 -33.900605,-60.599357 -33.900519,-60.599406 -33.900467,-60.599470 -33.900425,-60.599583 -33.900344,-60.599700 -33.900268,-60.599787 -33.900218,-60.599893 -33.900146,-60.600031 -33.900044,-60.600133 -33.899958,-60.600362 -33.899807,-60.600278 -33.900182,-60.600670 -33.900106,-60.601051 -33.900065,-60.601415 -33.899999,-60.601997 -33.899820,-60.602190 -33.899780,-60.602358 -33.899765,-60.602561 -33.899772,-60.602774 -33.899767,-60.603005 -33.899722,-60.603215 -33.899654,-60.603451 -33.899559,-60.603746 -33.899451,-60.604097 -33.899367,-60.604304 -33.899325,-60.604456 -33.899308,-60.604742 -33.899295,-60.605156 -33.899263,-60.605322 -33.899232,-60.605456 -33.899190,-60.605791 -33.898986,-60.606012 -33.898901,-60.606183 -33.898876,-60.606426 -33.898887,-60.606691 -33.898933,-60.607049 -33.898967,-60.607350 -33.898990,-60.607524 -33.898985,-60.607714 -33.898946,-60.607909 -33.898868,-60.607841 -33.898728,-60.607935 -33.898732,-60.607336 -33.897685,-60.605093 -33.893049,-60.598436 -33.895293,-60.598282 -33.895343,-60.597761 -33.895490,-60.597300 -33.895639,-60.596777 -33.895825,-60.596278 -33.895967,-60.595821 -33.896128,-60.596157 -33.896803,-60.596142 -33.896808,-60.596183 -33.896893,-60.594555 -33.897431))"
"066230501",337,2,161,0,1,1,3,5,3,44,24,12,14,271,263,51,257,41,39,150,0,174,114,155,28,13,91,"06","Buenos Aires","06623","Pergamino","066230501",925,337,-33.894666,-60.5858,0.1375805213399,"POLYGON((-60.583122 -33.896775,-60.583132 -33.896789,-60.583209 -33.896765,-60.584176 -33.896433,-60.586027 -33.895803,-60.586938 -33.895488,-60.587920 -33.895158,-60.588913 -33.894818,-60.588510 -33.894026,-60.588121 -33.893275,-60.587674 -33.892440,-60.586763 -33.892737,-60.584848 -33.893354,-60.585271 -33.894223,-60.583421 -33.894833,-60.582358 -33.895192,-60.582764 -33.896005,-60.583122 -33.896775))"
"066230305",255,1,161,1,1,0,0,0,0,0,0,10,1,214,225,7,193,50,12,109,0,96,74,157,32,51,103,"06","Buenos Aires","06623","Pergamino","066230305",676,255,-33.894554,-60.578101,0.10647797397795,"POLYGON((-60.577591 -33.896261,-60.577947 -33.896998,-60.579266 -33.896448,-60.580253 -33.896055,-60.579786 -33.895219,-60.579415 -33.894588,-60.578910 -33.893627,-60.578850 -33.893546,-60.578482 -33.892874,-60.578080 -33.892129,-60.576044 -33.892823,-60.577629 -33.896245,-60.577591 -33.896261))"
"066230307",257,2,165,2,1,1,1,2,1,0,0,2,1,219,214,4,163,79,15,127,2,79,92,177,37,48,81,"06","Buenos Aires","06623","Pergamino","066230307",532,257,-33.894989,-60.573307,0.071206007150871,"POLYGON((-60.571572 -33.895745,-60.571524 -33.896119,-60.571450 -33.896129,-60.571416 -33.896361,-60.571494 -33.896350,-60.571482 -33.896439,-60.573822 -33.896082,-60.574080 -33.896601,-60.575043 -33.896246,-60.574851 -33.895832,-60.574241 -33.894325,-60.573557 -33.892649,-60.572415 -33.893026,-60.573209 -33.894749,-60.571637 -33.895235,-60.571572 -33.895745))"
"066230306",287,9,180,1,1,6,0,0,0,0,0,11,1,246,237,3,186,76,25,135,4,94,101,192,35,56,88,"06","Buenos Aires","06623","Pergamino","066230306",632,287,-33.894971,-60.575756,0.091531325966981,"POLYGON((-60.574548 -33.893333,-60.573955 -33.893535,-60.573915 -33.893438,-60.573883 -33.893448,-60.574241 -33.894325,-60.574851 -33.895832,-60.575431 -33.897071,-60.575469 -33.897055,-60.575526 -33.897175,-60.576299 -33.896816,-60.577629 -33.896245,-60.576044 -33.892823,-60.574548 -33.893333))"
"066230207",269,4,142,0,1,0,2,7,2,17,7,44,1,221,215,34,206,48,15,106,3,160,73,107,22,12,69,"06","Buenos Aires","06623","Pergamino","066230207",731,269,-33.894248,-60.560405,0.15662911531329,"POLYGON((-60.560166 -33.893076,-60.559806 -33.893193,-60.559546 -33.892647,-60.559497 -33.892664,-60.559468 -33.892606,-60.556358 -33.893681,-60.556496 -33.893910,-60.556652 -33.894124,-60.556793 -33.894285,-60.556923 -33.894409,-60.557084 -33.894544,-60.557211 -33.894645,-60.557350 -33.894734,-60.557510 -33.894814,-60.557811 -33.894931,-60.558035 -33.895001,-60.558292 -33.895054,-60.558546 -33.895085,-60.558782 -33.895098,-60.559773 -33.895108,-60.560086 -33.895131,-60.560430 -33.895205,-60.560735 -33.895297,-60.561037 -33.895417,-60.561308 -33.895555,-60.561575 -33.895733,-60.561748 -33.895882,-60.561890 -33.896046,-60.562020 -33.896243,-60.562105 -33.896405,-60.562172 -33.896387,-60.562334 -33.896320,-60.562890 -33.896142,-60.563738 -33.895847,-60.562101 -33.892433,-60.561221 -33.892714,-60.560291 -33.893036,-60.560166 -33.893076))"
"066230308",236,2,160,1,1,1,1,0,1,0,0,9,2,205,202,8,178,48,10,106,1,83,77,153,26,50,80,"06","Buenos Aires","06623","Pergamino","066230308",565,236,-33.894918,-60.5701,0.12381278653326,"POLYGON((-60.568278 -33.894392,-60.566975 -33.894822,-60.566945 -33.894757,-60.566939 -33.894758,-60.567377 -33.895743,-60.567839 -33.896697,-60.567842 -33.896697,-60.567852 -33.896718,-60.569291 -33.896469,-60.569076 -33.896027,-60.570104 -33.895709,-60.570367 -33.896280,-60.571524 -33.896119,-60.571637 -33.895235,-60.573209 -33.894749,-60.572415 -33.893026,-60.568278 -33.894392))"
"066231802",125,4,53,0,1,2,5,10,5,125,33,55,30,111,54,54,101,19,5,42,0,89,29,34,3,2,25,"06","Buenos Aires","06623","Pergamino","066231802",394,125,-33.911178,-60.841992,1.0604008574167,"POLYGON((-60.834288 -33.912502,-60.833449 -33.913176,-60.831255 -33.913105,-60.831240 -33.913338,-60.830430 -33.913342,-60.829357 -33.913356,-60.828117 -33.913344,-60.828113 -33.914561,-60.828132 -33.915640,-60.827015 -33.915641,-60.827201 -33.917914,-60.828190 -33.917082,-60.828799 -33.916695,-60.829460 -33.916209,-60.829979 -33.915701,-60.830783 -33.915167,-60.831209 -33.914833,-60.831549 -33.914634,-60.832875 -33.913579,-60.833162 -33.913601,-60.834447 -33.913582,-60.835662 -33.913599,-60.838201 -33.913608,-60.839432 -33.913622,-60.841492 -33.913588,-60.841889 -33.913586,-60.843238 -33.913598,-60.845733 -33.913596,-60.847075 -33.913611,-60.848357 -33.913631,-60.849477 -33.913669,-60.853517 -33.913493,-60.853411 -33.913360,-60.853375 -33.913323,-60.851430 -33.911443,-60.849378 -33.909482,-60.847297 -33.907622,-60.846008 -33.906359,-60.844416 -33.904897,-60.844221 -33.905042,-60.842388 -33.906363,-60.840680 -33.907582,-60.839808 -33.908370,-60.838950 -33.909013,-60.838541 -33.909349,-60.837693 -33.909948,-60.837048 -33.910390,-60.836797 -33.910549,-60.835655 -33.911436,-60.835398 -33.911658,-60.834880 -33.912048,-60.834288 -33.912502))"
"066230505",423,3,190,0,3,3,12,0,12,70,54,22,30,349,323,90,326,45,52,186,0,237,136,175,31,8,107,"06","Buenos Aires","06623","Pergamino","066230505",1216,423,-33.897115,-60.585018,0.16456229036192,"POLYGON((-60.580142 -33.898055,-60.580491 -33.898679,-60.581448 -33.898255,-60.582129 -33.899480,-60.582976 -33.899146,-60.584131 -33.898767,-60.583906 -33.898332,-60.584906 -33.897991,-60.586747 -33.897400,-60.587692 -33.897059,-60.589689 -33.896393,-60.589282 -33.895587,-60.588913 -33.894818,-60.587920 -33.895158,-60.586938 -33.895488,-60.586027 -33.895803,-60.584176 -33.896433,-60.583209 -33.896765,-60.583132 -33.896789,-60.581086 -33.897562,-60.580110 -33.897998,-60.580142 -33.898055))"
"066230208",291,0,153,0,0,1,1,2,1,3,1,26,7,239,252,19,236,49,6,115,1,144,99,142,23,20,74,"06","Buenos Aires","06623","Pergamino","066230208",690,291,-33.896003,-60.558337,0.14147667845211,"POLYGON((-60.556735 -33.897172,-60.557165 -33.898061,-60.557267 -33.898027,-60.557258 -33.898008,-60.558150 -33.897730,-60.558203 -33.897709,-60.559081 -33.897417,-60.560028 -33.897096,-60.561004 -33.896772,-60.561682 -33.896535,-60.562105 -33.896405,-60.562020 -33.896243,-60.561890 -33.896046,-60.561748 -33.895882,-60.561575 -33.895733,-60.561308 -33.895555,-60.561037 -33.895417,-60.560735 -33.895297,-60.560430 -33.895205,-60.560086 -33.895131,-60.559773 -33.895108,-60.558782 -33.895098,-60.558546 -33.895085,-60.558292 -33.895054,-60.558035 -33.895001,-60.557811 -33.894931,-60.557510 -33.894814,-60.557350 -33.894734,-60.557211 -33.894645,-60.557084 -33.894544,-60.556923 -33.894409,-60.556793 -33.894285,-60.556652 -33.894124,-60.556496 -33.893910,-60.556381 -33.893720,-60.556302 -33.893749,-60.555248 -33.894102,-60.556735 -33.897172))"
"066230502",254,2,122,0,1,1,3,5,3,46,27,15,11,206,198,40,197,29,28,109,0,137,85,112,18,9,67,"06","Buenos Aires","06623","Pergamino","066230502",710,254,-33.896872,-60.58054,0.085179995334408,"POLYGON((-60.578484 -33.898090,-60.578705 -33.898559,-60.580110 -33.897998,-60.581086 -33.897562,-60.583132 -33.896789,-60.583122 -33.896775,-60.582764 -33.896005,-60.582358 -33.895192,-60.581235 -33.895638,-60.580253 -33.896055,-60.579266 -33.896448,-60.577947 -33.896998,-60.578343 -33.897791,-60.578484 -33.898090))"
"066230209",326,2,191,0,1,2,4,10,4,27,15,38,9,264,266,25,269,41,16,110,4,176,96,148,18,34,110,"06","Buenos Aires","06623","Pergamino","066230209",864,326,-33.898393,-60.554843,0.30174479746587,"POLYGON((-60.552749 -33.894905,-60.551958 -33.895171,-60.551950 -33.895150,-60.551442 -33.895325,-60.551952 -33.895833,-60.552481 -33.896304,-60.552743 -33.896549,-60.553556 -33.897257,-60.553753 -33.897439,-60.554210 -33.899002,-60.552869 -33.899433,-60.552405 -33.899580,-60.552375 -33.899577,-60.552439 -33.902439,-60.552530 -33.902408,-60.552530 -33.902415,-60.552928 -33.902275,-60.554057 -33.901907,-60.554594 -33.901718,-60.556175 -33.901210,-60.557273 -33.900844,-60.558348 -33.900501,-60.555232 -33.894070,-60.552749 -33.894905))"
"066230403",301,1,173,1,1,0,0,2,0,4,0,16,1,250,247,24,217,60,24,114,1,132,95,168,31,42,102,"06","Buenos Aires","06623","Pergamino","066230403",794,301,-33.897508,-60.56659,0.1557937737347,"POLYGON((-60.564696 -33.895575,-60.563757 -33.895885,-60.563738 -33.895847,-60.562890 -33.896142,-60.562504 -33.896268,-60.562919 -33.897117,-60.564187 -33.896686,-60.565096 -33.896387,-60.565441 -33.897138,-60.565834 -33.897947,-60.566548 -33.899526,-60.566874 -33.900332,-60.567946 -33.899968,-60.568158 -33.900404,-60.569423 -33.899957,-60.569171 -33.899432,-60.568714 -33.898454,-60.567839 -33.896697,-60.567377 -33.895743,-60.566969 -33.894825,-60.564696 -33.895575))"
"066230506",405,11,186,0,6,7,27,4,27,83,67,44,43,341,286,100,310,41,54,153,0,230,126,168,34,8,104,"06","Buenos Aires","06623","Pergamino","066230506",1231,405,-33.899257,-60.587648,0.28189797195133,"POLYGON((-60.583553 -33.900271,-60.583861 -33.900923,-60.584058 -33.901330,-60.584216 -33.901282,-60.584847 -33.901147,-60.585310 -33.901004,-60.585511 -33.900926,-60.585673 -33.900888,-60.585761 -33.900878,-60.585886 -33.900880,-60.586359 -33.900796,-60.586512 -33.900785,-60.586684 -33.900760,-60.586937 -33.900738,-60.587104 -33.900743,-60.587212 -33.900752,-60.587332 -33.900744,-60.587484 -33.900751,-60.588198 -33.900851,-60.588346 -33.900866,-60.588499 -33.900896,-60.588640 -33.900943,-60.588761 -33.900962,-60.588864 -33.900967,-60.589060 -33.901008,-60.589441 -33.901071,-60.589527 -33.901093,-60.589719 -33.901133,-60.589822 -33.901175,-60.589929 -33.901202,-60.590043 -33.901224,-60.590158 -33.901268,-60.590268 -33.901295,-60.590410 -33.901325,-60.590650 -33.901350,-60.590759 -33.901346,-60.590855 -33.901364,-60.591095 -33.901384,-60.591275 -33.901379,-60.591405 -33.901385,-60.591535 -33.901387,-60.591666 -33.901371,-60.591974 -33.901354,-60.592075 -33.901354,-60.591880 -33.900964,-60.591473 -33.900108,-60.591457 -33.900057,-60.591131 -33.899378,-60.591099 -33.899322,-60.590822 -33.898765,-60.590643 -33.898378,-60.590218 -33.897506,-60.590058 -33.897157,-60.589689 -33.896393,-60.587692 -33.897059,-60.586747 -33.897400,-60.584906 -33.897991,-60.583906 -33.898332,-60.584131 -33.898767,-60.582976 -33.899146,-60.583436 -33.900022,-60.583553 -33.900271))"
"066230309",223,1,143,1,0,1,0,0,0,0,0,14,1,190,183,11,152,55,16,99,2,79,76,144,29,39,85,"06","Buenos Aires","06623","Pergamino","066230309",576,223,-33.897898,-60.569862,0.093793287131723,"POLYGON((-60.569157 -33.896492,-60.567852 -33.896718,-60.567842 -33.896697,-60.567839 -33.896697,-60.568714 -33.898454,-60.569171 -33.899432,-60.569423 -33.899957,-60.570621 -33.899544,-60.571637 -33.899185,-60.571517 -33.898606,-60.571506 -33.898486,-60.571309 -33.897288,-60.570880 -33.897389,-60.570104 -33.895709,-60.569076 -33.896027,-60.569291 -33.896469,-60.569157 -33.896492))"
"066230310",291,24,193,5,0,0,0,0,0,0,0,7,1,251,242,3,203,71,17,136,2,71,104,220,40,76,107,"06","Buenos Aires","06623","Pergamino","066230310",655,291,-33.897382,-60.572894,0.095462839700496,"POLYGON((-60.572820 -33.896235,-60.571482 -33.896439,-60.571494 -33.896350,-60.571416 -33.896361,-60.571450 -33.896129,-60.570367 -33.896280,-60.570880 -33.897389,-60.571309 -33.897288,-60.571506 -33.898486,-60.571517 -33.898606,-60.571637 -33.899185,-60.573385 -33.898582,-60.574893 -33.898071,-60.574564 -33.897530,-60.575526 -33.897175,-60.575469 -33.897055,-60.575431 -33.897071,-60.575043 -33.896246,-60.574080 -33.896601,-60.573822 -33.896082,-60.572820 -33.896235))"
"066230503",343,2,160,0,2,2,6,0,6,47,35,12,17,281,264,61,264,40,39,151,0,185,114,150,26,10,90,"06","Buenos Aires","06623","Pergamino","066230503",968,343,-33.898398,-60.576039,0.11827763154613,"POLYGON((-60.573720 -33.899427,-60.574109 -33.900555,-60.575843 -33.899766,-60.576767 -33.899338,-60.577468 -33.899061,-60.578705 -33.898559,-60.578343 -33.897791,-60.577947 -33.896998,-60.577591 -33.896261,-60.576299 -33.896816,-60.575526 -33.897175,-60.574564 -33.897530,-60.574893 -33.898071,-60.573385 -33.898582,-60.573720 -33.899427))"
"066232203",261,0,130,0,0,0,0,0,0,46,11,9,9,209,205,52,195,35,31,111,0,131,94,123,22,7,74,"06","Buenos Aires","06623","Pergamino","066232203",703,261,-33.897888,-60.548409,0.3417039054625,"MULTIPOLYGON(((-60.539084 -33.898986,-60.539087 -33.898945,-60.538882 -33.899003,-60.539084 -33.898986)),((-60.539084 -33.898986,-60.539093 -33.899094,-60.539322 -33.899559,-60.539019 -33.899646,-60.539336 -33.899555,-60.539633 -33.899503,-60.539911 -33.899466,-60.542992 -33.899201,-60.543379 -33.899170,-60.543840 -33.899149,-60.544392 -33.899156,-60.550038 -33.899272,-60.550287 -33.899293,-60.550542 -33.899321,-60.551201 -33.899416,-60.551201 -33.899412,-60.551276 -33.899428,-60.552405 -33.899580,-60.552869 -33.899433,-60.554210 -33.899002,-60.553753 -33.897439,-60.553556 -33.897257,-60.552743 -33.896549,-60.552481 -33.896304,-60.551952 -33.895833,-60.551781 -33.895665,-60.551503 -33.895383,-60.551332 -33.895220,-60.551195 -33.895100,-60.551165 -33.895109,-60.551227 -33.895166,-60.545988 -33.896930,-60.540434 -33.898818,-60.539393 -33.899052,-60.539092 -33.899045,-60.539084 -33.898986)))"
"066230407",332,11,180,1,2,5,8,0,8,21,14,46,9,272,265,53,237,67,28,120,2,186,101,145,20,24,98,"06","Buenos Aires","06623","Pergamino","066230407",842,332,-33.898974,-60.56098,0.23267447201557,"POLYGON((-60.557973 -33.899728,-60.558709 -33.901247,-60.560584 -33.900616,-60.560677 -33.900569,-60.561433 -33.900327,-60.561534 -33.900320,-60.562128 -33.900135,-60.562227 -33.900293,-60.562346 -33.900413,-60.562819 -33.900793,-60.563509 -33.901380,-60.563538 -33.901444,-60.563626 -33.901416,-60.563695 -33.901400,-60.564366 -33.901167,-60.564772 -33.901033,-60.564406 -33.900272,-60.564030 -33.899473,-60.563667 -33.898689,-60.563272 -33.897872,-60.562919 -33.897117,-60.562504 -33.896268,-60.562334 -33.896320,-60.562172 -33.896387,-60.562069 -33.896414,-60.561682 -33.896535,-60.561004 -33.896772,-60.560028 -33.897096,-60.559081 -33.897417,-60.558203 -33.897709,-60.558150 -33.897730,-60.557258 -33.898008,-60.557267 -33.898027,-60.557165 -33.898061,-60.557973 -33.899728))"
