"Código de radio.","Población total (en hogares familiares).","Población de 0 a 17 años.","Población de 0 a 3 años.","Población de 4 a 5 años.","Población de 6 a 12 años.","Población de 13 a 17 años.","Población de 18 años y más.","Población de 18 a 29 años.","Población de 30 a 54 años.","Población de 55 a 69 años.","Población de 70 años y más.","Total de mujeres (en hogares familiares).","Mujeres de 0 a 17 años.","Mujeres de 0 a 3 años.","Mujeres de 4 a 5 años.","Mujeres de 6 a 12 años.","Mujeres de 13 a 17 años.","Mujeres de 18 años y más.","Mujeres de 18 a 29 años.","Mujeres de 30 a 54 años.","Mujeres de 55 a 69 años.","Mujeres de 70 años y más.","Total de varones (en hogares familiares).","Varones de 0 a 17 años.","Varones de 0 a 3 años.","Varones de 4 a 5 años.","Varones de 6 a 12 años.","Varones de 13 a 17 años.","Varones de 18 años y más.","Varones de 18 a 29 años.","Varones de 30 a 54 años.","Varones de 55 a 69 años.","Varones de 70 años y más.","Población de 18 y más con primaria incompleta o menos","Población de 18 y más con primaria completa","Población de 18 y más con secundaria completa","Población de 18 y más con primaria completa sin secundario completo","Población de 18 y más con secundaria completa sin superior completo","Población de 18 y más con terciario completo","Población de 18 y más con universitario completo o más","Niños de 4 y 5 años que asisten a jardín","Población de 6 a 12 que asiste","Población de 13 a 17 sin secundaria completa que asiste","Población de 13 a 17 sin secundaria completa","Población de 18 a 29 sin secundaria completa que asiste","Población de 18 a 29 sin secundaria completa","Población de 14 a 25 años sin secundario completo o más que asiste","Población de 14 a 25 años sin secundario completo","Población de 14 a 25 años","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066232807",1076,302,64,30,114,94,774,212,321,164,77,572,163,34,11,65,53,409,98,177,82,52,504,139,30,19,49,41,365,114,144,82,25,99,659,263,396,200,29,34,26,113,86,93,23,112,87,155,215,"06","Buenos Aires","06623","Pergamino","066232807",1076,345,-33.906153,-60.589704,0.23599708671686,"POLYGON((-60.586813 -33.904559,-60.587124 -33.905208,-60.586040 -33.905558,-60.586918 -33.907457,-60.587342 -33.908396,-60.587872 -33.909530,-60.588962 -33.909171,-60.588431 -33.908021,-60.588561 -33.907986,-60.589640 -33.907662,-60.590790 -33.907312,-60.592833 -33.906656,-60.594358 -33.906155,-60.593907 -33.905210,-60.593455 -33.904274,-60.592417 -33.904594,-60.591090 -33.905028,-60.590647 -33.904081,-60.589474 -33.904462,-60.588300 -33.904834,-60.587859 -33.903844,-60.586657 -33.904235,-60.586813 -33.904559))"
"066232802",1261,409,91,46,148,124,852,248,385,151,68,619,185,37,22,64,62,434,117,207,72,38,642,224,54,24,84,62,418,131,178,79,30,132,701,247,454,179,36,32,40,146,100,122,21,147,91,201,271,"06","Buenos Aires","06623","Pergamino","066232802",1266,378,-33.908635,-60.570211,0.87070444820367,"POLYGON((-60.565806 -33.910927,-60.567919 -33.913577,-60.568004 -33.913620,-60.568184 -33.913739,-60.568232 -33.913760,-60.568270 -33.913807,-60.570139 -33.913936,-60.570334 -33.913941,-60.570508 -33.913958,-60.570923 -33.913978,-60.572023 -33.914021,-60.572092 -33.914033,-60.573473 -33.914130,-60.574159 -33.914167,-60.574884 -33.914214,-60.574174 -33.912684,-60.574107 -33.912546,-60.573942 -33.912159,-60.573736 -33.911722,-60.573117 -33.911917,-60.572521 -33.912093,-60.572091 -33.911131,-60.570779 -33.911550,-60.570860 -33.910436,-60.571632 -33.910189,-60.572835 -33.909784,-60.573355 -33.909616,-60.574835 -33.908553,-60.575833 -33.907787,-60.576808 -33.907051,-60.576650 -33.906685,-60.576527 -33.906432,-60.575371 -33.903921,-60.575210 -33.903483,-60.574011 -33.903722,-60.572368 -33.904093,-60.570783 -33.904440,-60.569648 -33.904714,-60.568570 -33.905035,-60.567621 -33.905314,-60.566636 -33.905587,-60.566050 -33.905786,-60.565109 -33.906196,-60.564225 -33.906635,-60.563441 -33.907044,-60.562929 -33.907422,-60.562821 -33.907531,-60.563654 -33.908300,-60.563894 -33.908546,-60.564084 -33.908769,-60.565806 -33.910927))"
"066232801",1665,690,178,75,249,188,975,357,426,131,61,849,337,93,33,130,81,512,184,215,75,38,816,353,85,42,119,107,463,173,211,56,23,184,739,161,578,146,9,6,67,246,127,183,25,251,110,323,399,"06","Buenos Aires","06623","Pergamino","066232801",1665,432,-33.907932,-60.561332,0.2916714992878,"POLYGON((-60.562490 -33.904561,-60.561675 -33.904836,-60.561653 -33.904818,-60.560710 -33.905523,-60.560712 -33.905524,-60.560671 -33.905556,-60.561790 -33.906582,-60.560887 -33.906873,-60.560118 -33.907126,-60.559912 -33.907200,-60.559589 -33.907295,-60.559979 -33.908047,-60.558903 -33.908429,-60.557952 -33.908734,-60.557016 -33.909042,-60.559031 -33.913230,-60.559267 -33.912991,-60.559509 -33.912757,-60.559758 -33.912607,-60.559951 -33.912463,-60.560071 -33.912289,-60.560141 -33.912092,-60.560225 -33.911716,-60.560321 -33.911084,-60.560412 -33.910779,-60.560561 -33.910594,-60.560725 -33.910481,-60.560794 -33.910375,-60.561058 -33.910233,-60.561147 -33.910173,-60.561223 -33.910108,-60.561293 -33.910007,-60.561327 -33.909913,-60.561420 -33.909804,-60.561503 -33.909671,-60.561590 -33.909571,-60.561667 -33.909447,-60.561706 -33.909331,-60.561772 -33.909211,-60.561865 -33.908947,-60.561888 -33.908852,-60.561926 -33.908745,-60.562031 -33.908536,-60.562063 -33.908397,-60.562146 -33.908268,-60.562218 -33.908185,-60.562418 -33.907971,-60.562547 -33.907817,-60.562688 -33.907669,-60.562902 -33.907383,-60.562938 -33.907416,-60.563441 -33.907044,-60.564225 -33.906635,-60.565109 -33.906196,-60.566050 -33.905786,-60.566208 -33.905732,-60.566178 -33.905662,-60.566203 -33.905655,-60.566090 -33.905363,-60.565582 -33.904377,-60.565200 -33.903646,-60.562490 -33.904561))"
"066232806",1206,247,50,24,101,72,959,222,383,197,157,646,120,22,12,52,34,526,114,196,114,102,560,127,28,12,49,38,433,108,187,83,55,98,837,367,470,277,52,38,24,100,64,71,18,86,70,121,207,"06","Buenos Aires","06623","Pergamino","066232806",1209,424,-33.907363,-60.584929,0.18888700608281,"POLYGON((-60.583293 -33.908632,-60.583715 -33.909564,-60.584605 -33.909278,-60.585438 -33.909002,-60.585980 -33.910152,-60.586956 -33.909836,-60.587872 -33.909530,-60.587342 -33.908396,-60.586918 -33.907457,-60.585677 -33.904779,-60.585579 -33.904559,-60.583654 -33.905176,-60.582831 -33.905475,-60.581974 -33.905723,-60.582419 -33.906713,-60.582858 -33.907668,-60.583293 -33.908632))"
"066230409",1063,373,76,38,155,104,690,217,345,85,43,544,182,31,18,77,56,362,107,182,44,29,519,191,45,20,78,48,328,110,163,41,14,118,549,149,400,128,12,9,37,152,84,102,17,138,84,184,248,"06","Buenos Aires","06623","Pergamino","066230409",1063,302,-33.906273,-60.558118,0.2017709170978,"POLYGON((-60.555856 -33.904398,-60.556065 -33.904839,-60.555170 -33.905145,-60.556259 -33.907531,-60.556727 -33.908548,-60.556946 -33.909065,-60.557952 -33.908734,-60.558903 -33.908429,-60.559979 -33.908047,-60.559589 -33.907295,-60.559912 -33.907200,-60.560118 -33.907126,-60.560887 -33.906873,-60.561790 -33.906582,-60.560671 -33.905556,-60.560712 -33.905524,-60.559978 -33.904869,-60.559675 -33.904601,-60.558897 -33.903905,-60.556944 -33.904549,-60.556570 -33.903772,-60.555697 -33.904062,-60.555856 -33.904398))"
"066232808",1271,394,75,46,156,117,877,252,378,175,72,635,182,36,20,75,51,453,117,202,89,45,636,212,39,26,81,66,424,135,176,86,27,117,720,264,456,205,30,29,38,154,90,112,20,143,92,196,280,"06","Buenos Aires","06623","Pergamino","066232808",1271,363,-33.910614,-60.595198,0.44439325563773,"POLYGON((-60.594014 -33.914338,-60.594484 -33.915315,-60.596775 -33.914583,-60.596313 -33.913598,-60.600701 -33.912158,-60.599568 -33.911115,-60.599526 -33.911081,-60.597139 -33.908898,-60.596295 -33.908153,-60.594751 -33.906863,-60.594358 -33.906155,-60.592833 -33.906656,-60.590790 -33.907312,-60.591302 -33.908449,-60.591798 -33.909527,-60.592210 -33.910457,-60.592656 -33.911423,-60.593223 -33.912639,-60.593567 -33.913399,-60.594014 -33.914338))"
"066232805",892,156,33,17,54,52,736,147,287,160,142,493,75,17,12,21,25,418,81,152,95,90,399,81,16,5,33,27,318,66,135,65,52,66,655,348,307,237,73,38,16,54,49,51,15,43,57,78,140,"06","Buenos Aires","06623","Pergamino","066232805",897,341,-33.90879,-60.582146,0.181776726131,"POLYGON((-60.580566 -33.909512,-60.581452 -33.911435,-60.582389 -33.911123,-60.582472 -33.911295,-60.584242 -33.910720,-60.585126 -33.910437,-60.585980 -33.910152,-60.585438 -33.909002,-60.584605 -33.909278,-60.583715 -33.909564,-60.582858 -33.907668,-60.582419 -33.906713,-60.581974 -33.905723,-60.580210 -33.906290,-60.579253 -33.906603,-60.579694 -33.907580,-60.580127 -33.908550,-60.580566 -33.909512))"
"066230410",899,242,52,29,93,68,657,210,249,133,65,480,125,28,17,52,28,355,116,134,67,38,419,117,24,12,41,40,302,94,115,66,27,81,559,186,373,153,24,9,26,93,54,67,12,111,54,129,196,"06","Buenos Aires","06623","Pergamino","066230410",899,282,-33.907338,-60.554305,0.11881189230345,"POLYGON((-60.552596 -33.907317,-60.552599 -33.907376,-60.552688 -33.907374,-60.552754 -33.908682,-60.552782 -33.909542,-60.553848 -33.909174,-60.554796 -33.908875,-60.555868 -33.908518,-60.556604 -33.908280,-60.556259 -33.907531,-60.555170 -33.905145,-60.552671 -33.905965,-60.552672 -33.905982,-60.552532 -33.906029,-60.552596 -33.907317))"
"066232208",1239,299,50,32,143,74,940,247,379,158,156,695,165,22,18,82,43,530,137,207,94,92,544,134,28,14,61,31,410,110,172,64,64,90,839,325,514,243,55,27,32,143,63,74,30,109,81,144,234,"06","Buenos Aires","06623","Pergamino","066232208",1239,390,-33.912316,-60.549888,1.4622099203235,"MULTIPOLYGON(((-60.544939 -33.904872,-60.544772 -33.906989,-60.544719 -33.907788,-60.544242 -33.907759,-60.544112 -33.914782,-60.547072 -33.919427,-60.552669 -33.919457,-60.552828 -33.918825,-60.552986 -33.918331,-60.553929 -33.917305,-60.554429 -33.917024,-60.555126 -33.916308,-60.555661 -33.915314,-60.556241 -33.914911,-60.557672 -33.914481,-60.557538 -33.914367,-60.557852 -33.914208,-60.558187 -33.913980,-60.558550 -33.913674,-60.558877 -33.913386,-60.559031 -33.913230,-60.558156 -33.911412,-60.558010 -33.911460,-60.558035 -33.911523,-60.557469 -33.911639,-60.556394 -33.911995,-60.554482 -33.912002,-60.554483 -33.911993,-60.554475 -33.911994,-60.554461 -33.911641,-60.554451 -33.911050,-60.554445 -33.910932,-60.554427 -33.909960,-60.554191 -33.910040,-60.553803 -33.909229,-60.553864 -33.909209,-60.553848 -33.909174,-60.552782 -33.909542,-60.552754 -33.908682,-60.552688 -33.907374,-60.552599 -33.907376,-60.552533 -33.906054,-60.552513 -33.905088,-60.551362 -33.905059,-60.550336 -33.905037,-60.549270 -33.904996,-60.548287 -33.904954,-60.546653 -33.904916,-60.546653 -33.904921,-60.544939 -33.904872)),((-60.544292 -33.905062,-60.544292 -33.905065,-60.544322 -33.905064,-60.544292 -33.905062)))"
"066232702",8,0,0,0,0,0,8,1,5,2,0,3,0,0,0,0,0,3,0,2,1,0,5,0,0,0,0,0,5,1,3,1,0,0,8,2,6,2,0,0,0,0,0,0,0,0,0,0,1,"06","Buenos Aires","06623","Pergamino","066232702",8,4,-33.933243,-60.701451,28.264812230181,"POLYGON((-60.654282 -33.928113,-60.688304 -33.958163,-60.706810 -33.943287,-60.709803 -33.945081,-60.736299 -33.955523,-60.748646 -33.958491,-60.755488 -33.952708,-60.738624 -33.937319,-60.731077 -33.943193,-60.729570 -33.913492,-60.700637 -33.913314,-60.655439 -33.913434,-60.665578 -33.919181,-60.654282 -33.928113))"
"066232212",60,16,6,2,5,3,44,16,17,10,1,33,9,2,1,3,3,24,10,9,4,1,27,7,4,1,2,0,20,6,8,6,0,2,42,17,25,13,3,1,2,5,3,3,1,6,3,6,10,"06","Buenos Aires","06623","Pergamino","066232212",60,18,-33.943673,-60.499819,42.679136294764,"POLYGON((-60.468276 -33.977646,-60.467508 -33.998850,-60.468361 -33.998367,-60.469780 -33.998548,-60.470908 -33.997951,-60.470479 -33.996771,-60.472092 -33.993693,-60.473580 -33.992739,-60.474335 -33.991432,-60.475124 -33.990014,-60.476955 -33.988733,-60.477915 -33.987121,-60.479274 -33.986282,-60.481610 -33.982841,-60.485283 -33.980167,-60.487479 -33.979744,-60.488750 -33.978851,-60.489663 -33.976957,-60.493162 -33.974428,-60.496528 -33.971902,-60.499747 -33.970030,-60.503026 -33.969138,-60.507742 -33.968872,-60.512923 -33.968762,-60.517555 -33.968586,-60.520775 -33.967299,-60.524494 -33.965706,-60.527954 -33.963030,-60.532456 -33.957808,-60.533851 -33.956889,-60.534276 -33.955490,-60.535445 -33.954867,-60.535837 -33.953467,-60.537283 -33.952177,-60.537673 -33.950426,-60.539297 -33.947969,-60.540756 -33.944362,-60.542684 -33.942243,-60.543525 -33.939869,-60.543717 -33.938847,-60.544534 -33.937173,-60.544675 -33.935640,-60.545260 -33.934091,-60.545736 -33.933235,-60.546533 -33.931175,-60.547114 -33.930517,-60.537162 -33.930298,-60.522744 -33.929939,-60.523739 -33.917352,-60.524992 -33.904128,-60.511797 -33.906374,-60.472395 -33.912639,-60.472255 -33.913935,-60.470616 -33.931436,-60.469352 -33.956334,-60.468276 -33.977646))"
"066232804",929,208,34,24,74,76,721,175,289,150,107,511,108,20,11,39,38,403,93,160,81,69,418,100,14,13,35,38,318,82,129,69,38,60,653,298,355,218,50,30,21,74,64,74,18,69,75,121,183,"06","Buenos Aires","06623","Pergamino","066232804",929,330,-33.909069,-60.578388,0.15684571562269,"POLYGON((-60.578096 -33.907002,-60.576947 -33.907374,-60.576808 -33.907051,-60.575833 -33.907787,-60.576239 -33.908686,-60.576682 -33.909655,-60.577132 -33.910624,-60.577547 -33.911527,-60.578714 -33.911176,-60.579799 -33.910856,-60.581007 -33.910464,-60.580566 -33.909512,-60.580127 -33.908550,-60.579694 -33.907580,-60.579253 -33.906603,-60.578096 -33.907002))"
"066232809",1024,232,55,24,82,71,792,255,312,143,82,540,110,31,13,36,30,430,136,167,78,49,484,122,24,11,46,41,362,119,145,65,33,104,669,313,356,254,38,21,23,80,58,70,31,119,76,147,237,"06","Buenos Aires","06623","Pergamino","066232809",1184,371,-33.911333,-60.588805,0.37089192314495,"POLYGON((-60.585602 -33.913685,-60.586074 -33.914723,-60.586418 -33.914682,-60.586804 -33.914582,-60.587011 -33.914517,-60.593170 -33.912524,-60.592656 -33.911423,-60.592210 -33.910457,-60.591798 -33.909527,-60.591302 -33.908449,-60.590790 -33.907312,-60.589640 -33.907662,-60.588561 -33.907986,-60.588431 -33.908021,-60.588962 -33.909171,-60.586956 -33.909836,-60.585980 -33.910152,-60.585126 -33.910437,-60.584242 -33.910720,-60.585319 -33.913052,-60.585602 -33.913685))"
"066232803",558,154,36,17,58,43,404,87,208,78,31,300,86,21,9,35,21,214,40,114,40,20,258,68,15,8,23,22,190,47,94,38,11,29,369,211,158,150,36,25,17,57,40,41,7,36,39,59,95,"06","Buenos Aires","06623","Pergamino","066232803",558,174,-33.911576,-60.575528,0.28227889680092,"POLYGON((-60.570836 -33.910759,-60.570779 -33.911550,-60.572091 -33.911131,-60.572521 -33.912093,-60.573117 -33.911917,-60.573736 -33.911722,-60.573942 -33.912159,-60.574107 -33.912546,-60.574174 -33.912684,-60.574884 -33.914214,-60.576055 -33.914279,-60.577105 -33.914351,-60.578921 -33.914455,-60.578599 -33.913792,-60.578937 -33.913684,-60.579720 -33.913417,-60.579611 -33.913180,-60.579125 -33.912088,-60.577547 -33.911527,-60.577132 -33.910624,-60.576682 -33.909655,-60.576239 -33.908686,-60.575833 -33.907787,-60.574835 -33.908553,-60.573355 -33.909616,-60.572835 -33.909784,-60.571632 -33.910189,-60.570860 -33.910436,-60.570836 -33.910759))"
"066232101",530,221,62,24,81,54,309,114,123,52,20,262,109,28,13,45,23,153,64,54,22,13,268,112,34,11,36,31,156,50,69,30,7,55,244,44,200,39,2,3,18,80,41,54,13,86,39,98,121,"06","Buenos Aires","06623","Pergamino","066232101",532,139,-33.912963,-60.562761,0.50579633479809,"POLYGON((-60.559199 -33.915795,-60.561097 -33.917430,-60.567970 -33.913641,-60.567931 -33.913591,-60.567939 -33.913587,-60.567919 -33.913577,-60.564084 -33.908769,-60.563894 -33.908546,-60.563654 -33.908300,-60.562821 -33.907531,-60.562938 -33.907416,-60.562902 -33.907383,-60.562688 -33.907669,-60.562547 -33.907817,-60.562418 -33.907971,-60.562218 -33.908185,-60.562146 -33.908268,-60.562063 -33.908397,-60.562031 -33.908536,-60.561926 -33.908745,-60.561888 -33.908852,-60.561865 -33.908947,-60.561772 -33.909211,-60.561706 -33.909331,-60.561667 -33.909447,-60.561590 -33.909571,-60.561503 -33.909671,-60.561420 -33.909804,-60.561327 -33.909913,-60.561293 -33.910007,-60.561223 -33.910108,-60.561147 -33.910173,-60.561058 -33.910233,-60.560794 -33.910375,-60.560725 -33.910481,-60.560561 -33.910594,-60.560412 -33.910779,-60.560321 -33.911084,-60.560225 -33.911716,-60.560141 -33.912092,-60.560071 -33.912289,-60.559951 -33.912463,-60.559758 -33.912607,-60.559509 -33.912757,-60.559267 -33.912991,-60.558877 -33.913386,-60.558550 -33.913674,-60.558187 -33.913980,-60.557852 -33.914208,-60.557538 -33.914367,-60.559199 -33.915795))"
"066232207",973,291,55,29,122,85,682,153,318,104,107,535,141,32,8,56,45,394,85,175,62,72,438,150,23,21,66,40,288,68,143,42,35,58,609,272,337,189,63,20,29,122,79,85,15,58,75,112,168,"06","Buenos Aires","06623","Pergamino","066232207",973,328,-33.910336,-60.555933,0.10839159722044,"POLYGON((-60.554796 -33.908875,-60.553848 -33.909174,-60.553864 -33.909209,-60.553803 -33.909229,-60.554191 -33.910040,-60.554427 -33.909960,-60.554445 -33.910932,-60.554451 -33.911050,-60.554461 -33.911641,-60.554475 -33.911994,-60.554483 -33.911993,-60.554482 -33.912002,-60.556394 -33.911995,-60.557469 -33.911639,-60.558035 -33.911523,-60.558010 -33.911460,-60.558156 -33.911412,-60.557016 -33.909042,-60.556946 -33.909065,-60.556727 -33.908548,-60.556604 -33.908280,-60.555868 -33.908518,-60.554796 -33.908875))"
"066232106",276,106,28,7,41,30,170,69,71,25,5,138,58,15,5,23,15,80,30,36,13,1,138,48,13,2,18,15,90,39,35,12,4,26,139,31,108,26,3,2,7,40,23,29,5,54,20,58,73,"06","Buenos Aires","06623","Pergamino","066232106",276,71,-33.937171,-60.631573,24.0076525293,"MULTIPOLYGON(((-60.636284 -33.919146,-60.635715 -33.919645,-60.634927 -33.919090,-60.633556 -33.917683,-60.632400 -33.916472,-60.632125 -33.916245,-60.631082 -33.915265,-60.630666 -33.914891,-60.629538 -33.913898,-60.619444 -33.913444,-60.620228 -33.915958,-60.620276 -33.916101,-60.620350 -33.916233,-60.620472 -33.916352,-60.616935 -33.917547,-60.615653 -33.914908,-60.610915 -33.916447,-60.607914 -33.918486,-60.607144 -33.917794,-60.606384 -33.918107,-60.605476 -33.918809,-60.608313 -33.921261,-60.608200 -33.921350,-60.608599 -33.921699,-60.600461 -33.927972,-60.596280 -33.931141,-60.596163 -33.930917,-60.596092 -33.930975,-60.599413 -33.937886,-60.603924 -33.944025,-60.610961 -33.960736,-60.623622 -33.950446,-60.623772 -33.950326,-60.638479 -33.963629,-60.643678 -33.968478,-60.664443 -33.952137,-60.645678 -33.935227,-60.654282 -33.928113,-60.665578 -33.919181,-60.655439 -33.913434,-60.637484 -33.913325,-60.640155 -33.915843,-60.637698 -33.917691,-60.637855 -33.917885,-60.636562 -33.918901,-60.636284 -33.919146)),((-60.618514 -33.913419,-60.618896 -33.913419,-60.618513 -33.913402,-60.618514 -33.913419)))"
"066232810",778,188,39,22,75,52,590,125,246,134,85,411,93,23,15,35,20,318,71,131,69,47,367,95,16,7,40,32,272,54,115,65,38,60,518,223,295,162,43,18,22,75,45,50,13,48,46,77,128,"06","Buenos Aires","06623","Pergamino","066232810",778,268,-33.912851,-60.582114,0.23645854519635,"POLYGON((-60.578714 -33.911176,-60.577547 -33.911527,-60.579125 -33.912088,-60.579611 -33.913180,-60.579720 -33.913417,-60.578937 -33.913684,-60.578599 -33.913792,-60.578921 -33.914455,-60.579117 -33.914469,-60.581501 -33.914594,-60.581925 -33.914621,-60.583111 -33.914682,-60.584597 -33.914766,-60.585861 -33.914794,-60.586097 -33.914773,-60.585602 -33.913685,-60.585319 -33.913052,-60.584242 -33.910720,-60.582472 -33.911295,-60.582389 -33.911123,-60.581452 -33.911435,-60.581007 -33.910464,-60.579799 -33.910856,-60.578714 -33.911176))"
"066232813",1550,497,91,53,178,175,1053,305,527,161,60,813,214,43,20,81,70,599,160,310,88,41,737,283,48,33,97,105,454,145,217,73,19,60,975,453,522,342,72,39,49,178,155,173,36,144,158,258,380,"06","Buenos Aires","06623","Pergamino","066232813",1550,449,-33.919774,-60.600401,1.4688904700185,"POLYGON((-60.600178 -33.927715,-60.600461 -33.927972,-60.608599 -33.921699,-60.608200 -33.921350,-60.608313 -33.921261,-60.605476 -33.918809,-60.606384 -33.918107,-60.607122 -33.917802,-60.607154 -33.917772,-60.606302 -33.917029,-60.604500 -33.915438,-60.602631 -33.913807,-60.600701 -33.912158,-60.596313 -33.913598,-60.596775 -33.914583,-60.594484 -33.915315,-60.594975 -33.916279,-60.593854 -33.916619,-60.592604 -33.917020,-60.593072 -33.917983,-60.593174 -33.918260,-60.595661 -33.923623,-60.600178 -33.927715))"
"066232812",1210,343,70,44,134,95,867,225,386,165,91,619,178,36,25,75,42,441,106,192,89,54,591,165,34,19,59,53,426,119,194,76,37,99,750,262,488,207,42,13,40,133,78,91,24,126,88,170,242,"06","Buenos Aires","06623","Pergamino","066232812",1211,379,-33.916615,-60.591345,0.40300108078995,"POLYGON((-60.591134 -33.919562,-60.591212 -33.919641,-60.591242 -33.919619,-60.595661 -33.923623,-60.593174 -33.918260,-60.593072 -33.917983,-60.592604 -33.917020,-60.593854 -33.916619,-60.594975 -33.916279,-60.594484 -33.915315,-60.594014 -33.914338,-60.593567 -33.913399,-60.593170 -33.912524,-60.587011 -33.914517,-60.586804 -33.914582,-60.586418 -33.914682,-60.586074 -33.914723,-60.586097 -33.914773,-60.585861 -33.914794,-60.588540 -33.917213,-60.589459 -33.918016,-60.590543 -33.918987,-60.590728 -33.919148,-60.591134 -33.919562))"
"066232304",365,105,26,11,38,30,260,78,108,42,32,183,47,12,4,15,16,136,42,54,20,20,182,58,14,7,23,14,124,36,54,22,12,36,222,79,143,66,8,5,10,38,22,28,2,42,18,53,74,"06","Buenos Aires","06623","Pergamino","066232304",365,119,-33.911725,-60.461481,0.96780132374157,"POLYGON((-60.453349 -33.912266,-60.454132 -33.915167,-60.456961 -33.914762,-60.459456 -33.914275,-60.459443 -33.915474,-60.465494 -33.914423,-60.465402 -33.915144,-60.472255 -33.913935,-60.472395 -33.912639,-60.472388 -33.912043,-60.472187 -33.912065,-60.467201 -33.913072,-60.466954 -33.912082,-60.465632 -33.912343,-60.465251 -33.910351,-60.467056 -33.909997,-60.466416 -33.907136,-60.453775 -33.909189,-60.454504 -33.912036,-60.453349 -33.912266))"
"066232107",508,198,44,28,81,45,310,110,124,54,22,253,102,21,12,42,27,151,58,60,23,10,255,96,23,16,39,18,159,52,64,31,12,37,268,90,178,79,4,7,26,81,42,45,13,59,42,80,111,"06","Buenos Aires","06623","Pergamino","066232107",508,142,-33.917965,-60.566222,0.42571255668914,"POLYGON((-60.567328 -33.922943,-60.567782 -33.923347,-60.568116 -33.921862,-60.568580 -33.919568,-60.568645 -33.919294,-60.568719 -33.918999,-60.569027 -33.918057,-60.569920 -33.915228,-60.568830 -33.914508,-60.568788 -33.914483,-60.568645 -33.914381,-60.568492 -33.914244,-60.568354 -33.914113,-60.567970 -33.913641,-60.561097 -33.917430,-60.562092 -33.918287,-60.567328 -33.922943))"
"066232811",544,165,25,19,76,45,379,83,195,70,31,272,84,9,10,37,28,188,42,99,32,15,272,81,16,9,39,17,191,41,96,38,16,26,352,216,136,149,23,44,18,76,43,45,7,32,35,53,85,"06","Buenos Aires","06623","Pergamino","066232811",544,179,-33.91646,-60.580157,0.64470705864955,"POLYGON((-60.569990 -33.915265,-60.574338 -33.917603,-60.576725 -33.918901,-60.576793 -33.918434,-60.577831 -33.917602,-60.578043 -33.917438,-60.578270 -33.917253,-60.579124 -33.916573,-60.579983 -33.915910,-60.583011 -33.918659,-60.583345 -33.918956,-60.583673 -33.919267,-60.584340 -33.919870,-60.585012 -33.919364,-60.587049 -33.917810,-60.587072 -33.917848,-60.587650 -33.918568,-60.587944 -33.918895,-60.588362 -33.919374,-60.588965 -33.920091,-60.589505 -33.920719,-60.591134 -33.919562,-60.590728 -33.919148,-60.590543 -33.918987,-60.589459 -33.918016,-60.588540 -33.917213,-60.585861 -33.914794,-60.584597 -33.914766,-60.583111 -33.914682,-60.581925 -33.914621,-60.581501 -33.914594,-60.579117 -33.914469,-60.577105 -33.914351,-60.576055 -33.914279,-60.574884 -33.914214,-60.574159 -33.914167,-60.573473 -33.914130,-60.572092 -33.914033,-60.572023 -33.914021,-60.570923 -33.913978,-60.570508 -33.913958,-60.570334 -33.913941,-60.570139 -33.913936,-60.569889 -33.913920,-60.568270 -33.913807,-60.568232 -33.913760,-60.568184 -33.913739,-60.568004 -33.913620,-60.567939 -33.913587,-60.567931 -33.913591,-60.568354 -33.914113,-60.568492 -33.914244,-60.568645 -33.914381,-60.568788 -33.914483,-60.568830 -33.914508,-60.569920 -33.915228,-60.569990 -33.915265))"
"066232105",60,13,3,0,8,2,47,11,19,15,2,33,10,2,0,6,2,23,7,10,5,1,27,3,1,0,2,0,24,4,9,10,1,2,45,20,25,10,2,8,0,8,1,2,2,7,2,6,9,"06","Buenos Aires","06623","Pergamino","066232105",64,22,-33.946745,-60.577687,26.464915225422,"POLYGON((-60.549966 -33.923040,-60.548931 -33.925734,-60.547910 -33.927115,-60.547505 -33.928450,-60.547379 -33.929475,-60.547114 -33.930517,-60.546533 -33.931175,-60.545736 -33.933235,-60.545260 -33.934091,-60.544675 -33.935640,-60.544534 -33.937173,-60.543717 -33.938847,-60.543525 -33.939869,-60.542684 -33.942243,-60.550192 -33.948485,-60.580341 -33.974598,-60.581327 -33.981225,-60.581179 -33.982532,-60.580769 -33.983585,-60.580039 -33.984219,-60.585429 -33.984331,-60.583539 -33.982745,-60.602602 -33.967420,-60.606975 -33.971325,-60.613066 -33.966912,-60.610961 -33.960736,-60.603924 -33.944025,-60.599413 -33.937886,-60.596092 -33.930975,-60.594744 -33.927903,-60.594432 -33.928117,-60.593604 -33.928711,-60.590877 -33.930798,-60.590249 -33.931290,-60.577800 -33.920302,-60.576188 -33.918887,-60.576400 -33.918724,-60.574338 -33.917603,-60.569920 -33.915228,-60.569027 -33.918057,-60.568719 -33.918999,-60.568645 -33.919294,-60.568580 -33.919568,-60.568116 -33.921862,-60.567782 -33.923347,-60.562092 -33.918287,-60.557672 -33.914481,-60.556241 -33.914911,-60.555661 -33.915314,-60.555126 -33.916308,-60.554429 -33.917024,-60.553929 -33.917305,-60.552986 -33.918331,-60.552828 -33.918825,-60.552669 -33.919457,-60.552260 -33.920336,-60.550284 -33.922152,-60.549966 -33.923040))"
