"Código de radio.","Población total (en hogares familiares).","Población de 0 a 17 años.","Población de 0 a 3 años.","Población de 4 a 5 años.","Población de 6 a 12 años.","Población de 13 a 17 años.","Población de 18 años y más.","Población de 18 a 29 años.","Población de 30 a 54 años.","Población de 55 a 69 años.","Población de 70 años y más.","Total de mujeres (en hogares familiares).","Mujeres de 0 a 17 años.","Mujeres de 0 a 3 años.","Mujeres de 4 a 5 años.","Mujeres de 6 a 12 años.","Mujeres de 13 a 17 años.","Mujeres de 18 años y más.","Mujeres de 18 a 29 años.","Mujeres de 30 a 54 años.","Mujeres de 55 a 69 años.","Mujeres de 70 años y más.","Total de varones (en hogares familiares).","Varones de 0 a 17 años.","Varones de 0 a 3 años.","Varones de 4 a 5 años.","Varones de 6 a 12 años.","Varones de 13 a 17 años.","Varones de 18 años y más.","Varones de 18 a 29 años.","Varones de 30 a 54 años.","Varones de 55 a 69 años.","Varones de 70 años y más.","Población de 18 y más con primaria incompleta o menos","Población de 18 y más con primaria completa","Población de 18 y más con secundaria completa","Población de 18 y más con primaria completa sin secundario completo","Población de 18 y más con secundaria completa sin superior completo","Población de 18 y más con terciario completo","Población de 18 y más con universitario completo o más","Niños de 4 y 5 años que asisten a jardín","Población de 6 a 12 que asiste","Población de 13 a 17 sin secundaria completa que asiste","Población de 13 a 17 sin secundaria completa","Población de 18 a 29 sin secundaria completa que asiste","Población de 18 a 29 sin secundaria completa","Población de 14 a 25 años sin secundario completo o más que asiste","Población de 14 a 25 años sin secundario completo","Población de 14 a 25 años","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066230309",576,119,23,21,41,34,457,66,206,83,102,328,62,12,9,24,17,266,37,110,50,69,248,57,11,12,17,17,191,29,96,33,33,24,431,302,129,160,61,81,21,40,34,34,10,16,37,40,66,"06","Buenos Aires","06623","Pergamino","066230309",576,223,-33.897898,-60.569862,0.093793287131723,"POLYGON((-60.569157 -33.896492,-60.567852 -33.896718,-60.567842 -33.896697,-60.567839 -33.896697,-60.568714 -33.898454,-60.569171 -33.899432,-60.569423 -33.899957,-60.570621 -33.899544,-60.571637 -33.899185,-60.571517 -33.898606,-60.571506 -33.898486,-60.571309 -33.897288,-60.570880 -33.897389,-60.570104 -33.895709,-60.569076 -33.896027,-60.569291 -33.896469,-60.569157 -33.896492))"
"066230310",630,120,27,7,49,37,510,74,199,116,121,357,54,12,4,20,18,303,38,114,65,86,273,66,15,3,29,19,207,36,85,51,35,11,497,383,114,194,73,116,7,49,35,37,3,10,31,38,74,"06","Buenos Aires","06623","Pergamino","066230310",655,291,-33.897382,-60.572894,0.095462839700496,"POLYGON((-60.572820 -33.896235,-60.571482 -33.896439,-60.571494 -33.896350,-60.571416 -33.896361,-60.571450 -33.896129,-60.570367 -33.896280,-60.570880 -33.897389,-60.571309 -33.897288,-60.571506 -33.898486,-60.571517 -33.898606,-60.571637 -33.899185,-60.573385 -33.898582,-60.574893 -33.898071,-60.574564 -33.897530,-60.575526 -33.897175,-60.575469 -33.897055,-60.575431 -33.897071,-60.575043 -33.896246,-60.574080 -33.896601,-60.573822 -33.896082,-60.572820 -33.896235))"
"066230503",968,260,50,29,103,78,708,142,324,114,128,544,134,29,4,53,48,410,79,184,68,79,424,126,21,25,50,30,298,63,140,46,49,63,629,297,332,206,64,27,29,103,74,78,17,36,80,95,152,"06","Buenos Aires","06623","Pergamino","066230503",968,343,-33.898398,-60.576039,0.11827763154613,"POLYGON((-60.573720 -33.899427,-60.574109 -33.900555,-60.575843 -33.899766,-60.576767 -33.899338,-60.577468 -33.899061,-60.578705 -33.898559,-60.578343 -33.897791,-60.577947 -33.896998,-60.577591 -33.896261,-60.576299 -33.896816,-60.575526 -33.897175,-60.574564 -33.897530,-60.574893 -33.898071,-60.573385 -33.898582,-60.573720 -33.899427))"
"066232203",703,209,44,22,77,66,494,84,241,76,93,392,101,27,0,34,40,291,48,139,44,60,311,108,17,22,43,26,203,36,102,32,33,42,438,221,217,147,56,18,22,77,66,66,9,15,64,67,101,"06","Buenos Aires","06623","Pergamino","066232203",703,261,-33.897888,-60.548409,0.3417039054625,"MULTIPOLYGON(((-60.539084 -33.898986,-60.539087 -33.898945,-60.538882 -33.899003,-60.539084 -33.898986)),((-60.539084 -33.898986,-60.539093 -33.899094,-60.539322 -33.899559,-60.539019 -33.899646,-60.539336 -33.899555,-60.539633 -33.899503,-60.539911 -33.899466,-60.542992 -33.899201,-60.543379 -33.899170,-60.543840 -33.899149,-60.544392 -33.899156,-60.550038 -33.899272,-60.550287 -33.899293,-60.550542 -33.899321,-60.551201 -33.899416,-60.551201 -33.899412,-60.551276 -33.899428,-60.552405 -33.899580,-60.552869 -33.899433,-60.554210 -33.899002,-60.553753 -33.897439,-60.553556 -33.897257,-60.552743 -33.896549,-60.552481 -33.896304,-60.551952 -33.895833,-60.551781 -33.895665,-60.551503 -33.895383,-60.551332 -33.895220,-60.551195 -33.895100,-60.551165 -33.895109,-60.551227 -33.895166,-60.545988 -33.896930,-60.540434 -33.898818,-60.539393 -33.899052,-60.539092 -33.899045,-60.539084 -33.898986)))"
"066230407",842,164,29,13,65,57,678,142,254,147,135,449,73,6,7,34,26,376,70,137,81,88,393,91,23,6,31,31,302,72,117,66,47,46,627,335,292,237,60,38,11,65,55,57,12,37,52,67,130,"06","Buenos Aires","06623","Pergamino","066230407",842,332,-33.898974,-60.56098,0.23267447201557,"POLYGON((-60.557973 -33.899728,-60.558709 -33.901247,-60.560584 -33.900616,-60.560677 -33.900569,-60.561433 -33.900327,-60.561534 -33.900320,-60.562128 -33.900135,-60.562227 -33.900293,-60.562346 -33.900413,-60.562819 -33.900793,-60.563509 -33.901380,-60.563538 -33.901444,-60.563626 -33.901416,-60.563695 -33.901400,-60.564366 -33.901167,-60.564772 -33.901033,-60.564406 -33.900272,-60.564030 -33.899473,-60.563667 -33.898689,-60.563272 -33.897872,-60.562919 -33.897117,-60.562504 -33.896268,-60.562334 -33.896320,-60.562172 -33.896387,-60.562069 -33.896414,-60.561682 -33.896535,-60.561004 -33.896772,-60.560028 -33.897096,-60.559081 -33.897417,-60.558203 -33.897709,-60.558150 -33.897730,-60.557258 -33.898008,-60.557267 -33.898027,-60.557165 -33.898061,-60.557973 -33.899728))"
"066230404",671,132,35,11,47,39,539,95,222,112,110,367,69,14,3,30,22,298,45,121,59,73,304,63,21,8,17,17,241,50,101,53,37,27,510,306,204,180,64,62,11,47,38,38,7,24,39,49,86,"06","Buenos Aires","06623","Pergamino","066230404",671,259,-33.898704,-60.56492,0.10063647994638,"POLYGON((-60.564406 -33.900272,-60.564772 -33.901033,-60.565117 -33.900919,-60.566012 -33.900613,-60.566874 -33.900332,-60.566548 -33.899526,-60.565834 -33.897947,-60.565441 -33.897138,-60.565096 -33.896387,-60.564187 -33.896686,-60.562919 -33.897117,-60.563272 -33.897872,-60.563667 -33.898689,-60.564030 -33.899473,-60.564406 -33.900272))"
"066230504",958,225,41,24,100,60,733,169,305,128,131,540,124,22,8,57,37,416,94,169,75,78,418,101,19,16,43,23,317,75,136,53,53,68,655,279,376,202,52,25,24,100,54,60,22,57,68,95,160,"06","Buenos Aires","06623","Pergamino","066230504",958,322,-33.89966,-60.578871,0.11170274872567,"POLYGON((-60.578458 -33.898660,-60.577468 -33.899061,-60.576767 -33.899338,-60.575843 -33.899766,-60.576319 -33.900649,-60.576759 -33.901440,-60.579563 -33.900453,-60.580395 -33.900155,-60.582129 -33.899480,-60.581448 -33.898255,-60.580491 -33.898679,-60.580110 -33.897998,-60.578705 -33.898559,-60.578458 -33.898660))"
"066232911",835,294,83,29,109,73,541,201,235,73,32,416,139,41,15,49,34,277,103,119,37,18,419,155,42,14,60,39,264,98,116,36,14,96,425,117,308,105,9,3,25,108,48,70,20,130,53,146,198,"06","Buenos Aires","06623","Pergamino","066232911",835,230,-33.903625,-60.597069,0.41729662472547,"POLYGON((-60.598351 -33.900863,-60.598252 -33.900881,-60.598209 -33.900878,-60.598165 -33.900890,-60.598025 -33.900910,-60.597823 -33.900959,-60.597704 -33.900985,-60.597605 -33.901003,-60.597519 -33.901035,-60.597447 -33.901054,-60.597349 -33.901090,-60.597218 -33.901143,-60.597072 -33.901209,-60.596854 -33.901266,-60.596750 -33.901270,-60.596652 -33.901269,-60.596570 -33.901274,-60.596473 -33.901297,-60.596451 -33.901305,-60.596386 -33.901338,-60.596261 -33.901377,-60.596175 -33.901409,-60.596053 -33.901435,-60.595748 -33.901442,-60.595661 -33.901446,-60.595554 -33.901464,-60.595466 -33.901473,-60.595291 -33.901445,-60.595215 -33.901437,-60.595117 -33.901404,-60.594963 -33.901378,-60.594795 -33.901332,-60.594534 -33.901241,-60.594439 -33.901231,-60.594343 -33.901208,-60.594080 -33.901153,-60.593983 -33.901143,-60.593896 -33.901144,-60.593743 -33.901154,-60.593591 -33.901146,-60.593482 -33.901109,-60.593341 -33.901101,-60.593140 -33.901146,-60.593051 -33.901174,-60.592977 -33.901220,-60.592824 -33.901286,-60.592660 -33.901328,-60.592535 -33.901335,-60.592225 -33.901343,-60.592075 -33.901354,-60.592254 -33.901729,-60.592561 -33.902354,-60.593027 -33.903338,-60.593455 -33.904274,-60.593907 -33.905210,-60.594358 -33.906155,-60.594751 -33.906863,-60.596648 -33.906533,-60.600607 -33.905861,-60.601184 -33.905759,-60.601649 -33.905688,-60.600097 -33.900983,-60.600362 -33.899807,-60.600133 -33.899958,-60.600031 -33.900044,-60.599893 -33.900146,-60.599787 -33.900218,-60.599700 -33.900268,-60.599583 -33.900344,-60.599470 -33.900425,-60.599406 -33.900467,-60.599357 -33.900519,-60.599250 -33.900605,-60.599139 -33.900654,-60.599063 -33.900668,-60.598934 -33.900707,-60.598815 -33.900755,-60.598686 -33.900785,-60.598595 -33.900821,-60.598351 -33.900863))"
"066230401",841,159,39,16,53,51,682,112,290,144,136,457,70,20,5,25,20,387,54,154,86,93,384,89,19,11,28,31,295,58,136,58,43,21,655,435,220,244,79,112,16,53,51,51,13,29,55,66,121,"06","Buenos Aires","06623","Pergamino","066230401",841,345,-33.901034,-60.573622,0.13104596530246,"POLYGON((-60.571975 -33.899979,-60.572353 -33.901058,-60.571336 -33.901321,-60.572180 -33.903512,-60.573064 -33.903307,-60.573061 -33.903296,-60.573130 -33.903278,-60.572912 -33.902656,-60.574158 -33.902257,-60.574673 -33.902102,-60.576759 -33.901440,-60.576319 -33.900649,-60.575843 -33.899766,-60.574109 -33.900555,-60.573720 -33.899427,-60.573385 -33.898582,-60.571690 -33.899166,-60.571975 -33.899979))"
"066230507",1288,331,57,31,153,90,957,269,391,152,145,725,190,30,21,87,52,535,155,209,86,85,563,141,27,10,66,38,422,114,182,66,60,92,860,335,525,249,57,29,30,153,77,89,36,132,99,168,260,"06","Buenos Aires","06623","Pergamino","066230507",1288,393,-33.90164,-60.578848,0.19673661039476,"POLYGON((-60.573313 -33.903798,-60.573340 -33.903873,-60.574011 -33.903722,-60.575282 -33.903469,-60.576640 -33.903155,-60.577758 -33.902813,-60.579039 -33.902482,-60.581125 -33.902000,-60.582329 -33.901711,-60.583473 -33.901477,-60.584064 -33.901344,-60.583861 -33.900923,-60.583436 -33.900022,-60.582976 -33.899146,-60.581161 -33.899859,-60.580395 -33.900155,-60.579563 -33.900453,-60.576759 -33.901440,-60.574673 -33.902102,-60.574158 -33.902257,-60.572912 -33.902656,-60.573313 -33.903798))"
"066230402",784,154,41,18,51,44,630,110,267,131,122,429,72,20,8,25,19,357,54,147,78,78,355,82,21,10,26,25,273,56,120,53,44,35,586,373,213,220,70,83,18,51,42,43,12,27,48,61,111,"06","Buenos Aires","06623","Pergamino","066230402",808,320,-33.90187,-60.570629,0.14399567903059,"POLYGON((-60.569525 -33.903100,-60.570109 -33.904274,-60.570246 -33.904570,-60.570783 -33.904440,-60.572368 -33.904093,-60.573340 -33.903873,-60.573130 -33.903278,-60.573061 -33.903296,-60.573064 -33.903307,-60.572180 -33.903512,-60.571336 -33.901321,-60.572353 -33.901058,-60.571690 -33.899166,-60.570621 -33.899544,-60.569423 -33.899957,-60.568197 -33.900390,-60.568752 -33.901543,-60.569525 -33.903100))"
"066230510",1032,281,55,31,106,89,751,151,345,131,124,580,146,34,3,55,54,434,83,195,77,79,452,135,21,28,51,35,317,68,150,54,45,66,669,330,339,226,71,33,30,105,83,89,16,36,82,100,157,"06","Buenos Aires","06623","Pergamino","066230510",1032,370,-33.902844,-60.58863,0.29112698078682,"POLYGON((-60.586827 -33.900749,-60.586684 -33.900760,-60.586512 -33.900785,-60.586359 -33.900796,-60.585886 -33.900880,-60.585761 -33.900878,-60.585673 -33.900888,-60.585511 -33.900926,-60.585310 -33.901004,-60.584847 -33.901147,-60.584216 -33.901282,-60.584058 -33.901330,-60.584217 -33.901675,-60.584700 -33.902688,-60.585579 -33.904559,-60.585677 -33.904779,-60.586040 -33.905558,-60.587124 -33.905208,-60.586657 -33.904235,-60.587859 -33.903844,-60.588300 -33.904834,-60.589474 -33.904462,-60.590647 -33.904081,-60.591090 -33.905028,-60.592417 -33.904594,-60.593455 -33.904274,-60.593027 -33.903338,-60.592561 -33.902354,-60.592254 -33.901729,-60.592075 -33.901354,-60.591974 -33.901354,-60.591666 -33.901371,-60.591535 -33.901387,-60.591405 -33.901385,-60.591275 -33.901379,-60.591095 -33.901384,-60.590855 -33.901364,-60.590759 -33.901346,-60.590650 -33.901350,-60.590539 -33.901340,-60.590410 -33.901325,-60.590268 -33.901295,-60.590158 -33.901268,-60.590043 -33.901224,-60.589929 -33.901202,-60.589822 -33.901175,-60.589719 -33.901133,-60.589527 -33.901093,-60.589441 -33.901071,-60.589060 -33.901008,-60.588864 -33.900967,-60.588761 -33.900962,-60.588640 -33.900943,-60.588499 -33.900896,-60.588346 -33.900866,-60.588198 -33.900851,-60.587484 -33.900751,-60.587332 -33.900744,-60.587212 -33.900752,-60.587104 -33.900743,-60.586937 -33.900738,-60.586827 -33.900749))"
"066232204",876,200,36,21,95,48,676,157,276,121,122,493,109,20,8,52,29,384,88,152,70,74,383,91,16,13,43,19,292,69,124,51,48,63,605,250,355,183,45,22,21,95,44,48,22,57,59,85,144,"06","Buenos Aires","06623","Pergamino","066232204",876,294,-33.900316,-60.548794,0.1057545139708,"POLYGON((-60.551075 -33.901448,-60.551183 -33.901451,-60.551271 -33.899553,-60.551295 -33.899431,-60.550542 -33.899321,-60.550287 -33.899293,-60.550038 -33.899272,-60.546398 -33.899197,-60.546297 -33.901275,-60.547777 -33.901310,-60.547775 -33.901354,-60.551075 -33.901448))"
"066230405",918,220,41,24,79,76,698,138,290,145,125,493,105,17,9,40,39,388,68,156,86,78,425,115,24,15,39,37,310,70,134,59,47,53,628,337,291,242,57,38,24,79,74,76,14,47,76,97,145,"06","Buenos Aires","06623","Pergamino","066230405",931,332,-33.902851,-60.567273,0.19813917341474,"POLYGON((-60.566874 -33.900332,-60.566012 -33.900613,-60.565117 -33.900919,-60.564366 -33.901167,-60.564738 -33.901960,-60.564955 -33.902440,-60.565112 -33.902760,-60.565863 -33.904337,-60.566299 -33.905275,-60.566264 -33.905288,-60.566272 -33.905307,-60.566090 -33.905363,-60.566203 -33.905655,-60.566178 -33.905662,-60.566208 -33.905732,-60.566636 -33.905587,-60.567621 -33.905314,-60.568570 -33.905035,-60.569648 -33.904714,-60.570246 -33.904570,-60.570109 -33.904274,-60.568752 -33.901543,-60.568197 -33.900390,-60.568158 -33.900404,-60.567946 -33.899968,-60.566874 -33.900332))"
"066232213",590,140,26,11,70,33,450,99,187,83,81,326,69,18,4,32,15,257,55,101,47,54,264,71,8,7,38,18,193,44,86,36,27,43,403,167,236,119,34,14,11,70,31,33,14,35,36,52,89,"06","Buenos Aires","06623","Pergamino","066232213",590,201,-33.900888,-60.542523,0.23694527745849,"POLYGON((-60.538938 -33.901034,-60.538866 -33.902548,-60.541470 -33.902636,-60.542079 -33.902649,-60.542656 -33.902627,-60.543940 -33.902682,-60.544976 -33.902718,-60.544977 -33.902697,-60.545053 -33.902699,-60.545052 -33.902765,-60.545109 -33.901349,-60.545144 -33.901270,-60.546295 -33.901311,-60.546398 -33.899197,-60.544392 -33.899156,-60.543840 -33.899149,-60.543379 -33.899170,-60.542992 -33.899201,-60.539911 -33.899466,-60.539633 -33.899503,-60.539336 -33.899555,-60.539019 -33.899646,-60.538977 -33.900315,-60.538938 -33.901034))"
"066232205",900,243,47,25,103,68,657,127,303,104,123,504,120,29,4,48,39,384,71,171,63,79,396,123,18,21,55,29,273,56,132,41,44,59,584,268,316,183,63,22,25,103,66,68,17,35,72,86,136,"06","Buenos Aires","06623","Pergamino","066232205",900,321,-33.902978,-60.550174,0.20690303403402,"MULTIPOLYGON(((-60.551224 -33.900555,-60.551183 -33.901451,-60.547847 -33.901356,-60.547774 -33.902848,-60.547602 -33.902843,-60.547547 -33.904245,-60.546681 -33.904219,-60.546653 -33.904916,-60.548287 -33.904954,-60.549270 -33.904996,-60.550336 -33.905037,-60.551362 -33.905059,-60.552513 -33.905088,-60.552452 -33.902991,-60.552375 -33.899577,-60.552384 -33.899577,-60.551295 -33.899431,-60.551271 -33.899553,-60.551224 -33.900555)),((-60.551201 -33.899416,-60.551266 -33.899426,-60.551201 -33.899412,-60.551201 -33.899416)))"
"066232209",251,81,14,7,32,28,170,37,89,25,19,142,43,8,2,17,16,99,25,49,12,13,109,38,6,5,15,12,71,12,40,13,6,8,160,87,73,61,20,6,7,32,28,28,4,10,27,29,45,"06","Buenos Aires","06623","Pergamino","066232209",251,83,-33.917099,-60.535396,6.4974665336496,"POLYGON((-60.524960 -33.904466,-60.523739 -33.917352,-60.522744 -33.929939,-60.537162 -33.930298,-60.547114 -33.930517,-60.547379 -33.929475,-60.547505 -33.928450,-60.547910 -33.927115,-60.548931 -33.925734,-60.549966 -33.923040,-60.550284 -33.922152,-60.552260 -33.920336,-60.552669 -33.919457,-60.547072 -33.919427,-60.544112 -33.914782,-60.544242 -33.907759,-60.544719 -33.907788,-60.544772 -33.906989,-60.544925 -33.905046,-60.544844 -33.905049,-60.544845 -33.905087,-60.544322 -33.905064,-60.544292 -33.905065,-60.544292 -33.905062,-60.543888 -33.905040,-60.543905 -33.904693,-60.543572 -33.904677,-60.543364 -33.904644,-60.543339 -33.904557,-60.542650 -33.904523,-60.542706 -33.903650,-60.542618 -33.903624,-60.542073 -33.903617,-60.542165 -33.902671,-60.542077 -33.902669,-60.542079 -33.902649,-60.541470 -33.902636,-60.538866 -33.902548,-60.538938 -33.901034,-60.538977 -33.900315,-60.539019 -33.899645,-60.539322 -33.899559,-60.539093 -33.899094,-60.539084 -33.898986,-60.538882 -33.899003,-60.538811 -33.899022,-60.534484 -33.901024,-60.528458 -33.903090,-60.524992 -33.904128,-60.524960 -33.904466))"
"066230406",1112,255,52,29,91,83,857,185,366,185,121,604,129,28,12,48,41,475,89,201,102,83,508,126,24,17,43,42,382,96,165,83,38,60,791,430,361,313,79,38,28,91,81,83,15,61,81,111,192,"06","Buenos Aires","06623","Pergamino","066230406",1130,404,-33.902654,-60.562098,0.21043308185367,"POLYGON((-60.558709 -33.901247,-60.559084 -33.902020,-60.559462 -33.902814,-60.560945 -33.904172,-60.560877 -33.904114,-60.559942 -33.904837,-60.560710 -33.905523,-60.561653 -33.904818,-60.561675 -33.904836,-60.565200 -33.903646,-60.565582 -33.904377,-60.566090 -33.905363,-60.566272 -33.905307,-60.566264 -33.905288,-60.566299 -33.905275,-60.565863 -33.904337,-60.565112 -33.902760,-60.564955 -33.902440,-60.564738 -33.901960,-60.564366 -33.901167,-60.563695 -33.901400,-60.563626 -33.901416,-60.563538 -33.901444,-60.563509 -33.901380,-60.562819 -33.900793,-60.562346 -33.900413,-60.562227 -33.900293,-60.562128 -33.900135,-60.561534 -33.900320,-60.561433 -33.900327,-60.560677 -33.900569,-60.560584 -33.900616,-60.558709 -33.901247))"
"066230509",809,208,39,20,86,63,601,141,260,108,92,452,115,24,4,50,37,337,78,142,60,57,357,93,15,16,36,26,264,63,118,48,35,49,544,244,300,179,42,23,20,86,55,63,15,43,56,79,130,"06","Buenos Aires","06623","Pergamino","066230509",809,270,-33.903584,-60.582514,0.1795079611396,"POLYGON((-60.580700 -33.905089,-60.581122 -33.905999,-60.581974 -33.905723,-60.582831 -33.905475,-60.583654 -33.905176,-60.585579 -33.904559,-60.584700 -33.902688,-60.584217 -33.901675,-60.584064 -33.901344,-60.583473 -33.901477,-60.582329 -33.901711,-60.581125 -33.902000,-60.579470 -33.902382,-60.579665 -33.902804,-60.580249 -33.904113,-60.580700 -33.905089))"
"066230408",1175,320,59,33,126,102,855,179,379,160,137,622,160,30,18,59,53,462,89,201,90,82,553,160,29,15,67,49,393,90,178,70,55,56,794,453,341,327,59,67,33,126,100,102,21,48,100,121,206,"06","Buenos Aires","06623","Pergamino","066230408",1175,392,-33.90321,-60.556042,0.25161685552094,"POLYGON((-60.552928 -33.902275,-60.552530 -33.902415,-60.552530 -33.902408,-60.552439 -33.902439,-60.552452 -33.902991,-60.552513 -33.905089,-60.552532 -33.906029,-60.552672 -33.905982,-60.552671 -33.905965,-60.555170 -33.905145,-60.556065 -33.904839,-60.555697 -33.904062,-60.556570 -33.903772,-60.556944 -33.904549,-60.558897 -33.903905,-60.559675 -33.904601,-60.559942 -33.904837,-60.560877 -33.904114,-60.560945 -33.904172,-60.559462 -33.902814,-60.559084 -33.902020,-60.558348 -33.900501,-60.557273 -33.900844,-60.556175 -33.901210,-60.554594 -33.901718,-60.554057 -33.901907,-60.552928 -33.902275))"
"066231803",599,147,27,14,61,45,452,78,183,98,93,303,83,18,9,32,24,220,34,86,49,51,296,64,9,5,29,21,232,44,97,49,42,87,362,135,227,96,17,22,14,60,36,43,5,34,37,65,97,"06","Buenos Aires","06623","Pergamino","066231803",599,215,-33.914897,-60.838929,0.4330065232738,"POLYGON((-60.832875 -33.913579,-60.831549 -33.914634,-60.831209 -33.914833,-60.830783 -33.915167,-60.829979 -33.915701,-60.829709 -33.915966,-60.831176 -33.917388,-60.832589 -33.916291,-60.833762 -33.917370,-60.835609 -33.915749,-60.836883 -33.915742,-60.838104 -33.915784,-60.839307 -33.915809,-60.840606 -33.915763,-60.841807 -33.915786,-60.843065 -33.915745,-60.844353 -33.915778,-60.845625 -33.915796,-60.846946 -33.915818,-60.847033 -33.914730,-60.849561 -33.914772,-60.849477 -33.913669,-60.848357 -33.913631,-60.847075 -33.913611,-60.845733 -33.913596,-60.843238 -33.913598,-60.841889 -33.913586,-60.841492 -33.913588,-60.839432 -33.913622,-60.838201 -33.913608,-60.835662 -33.913599,-60.834447 -33.913582,-60.833162 -33.913601,-60.832875 -33.913579))"
